Temperature ,Cu Dose (mol%),Concentration (ppm),Response
120,2.99,79.8,281.79
240,1.17,41.22,163.35
280,0.77,59.59,101.7
240,1.41,19.18,157.79
160,2.79,11.84,268.02
240,2.1,43.06,185.58
280,2.42,83.47,152.69
160,3.92,59.59,286.61
200,0.08,85.31,263.16
280,3.35,87.14,162.33
200,3.07,22.86,300.65
120,3.47,72.45,273.57
280,3.96,19.18,121.44
200,1.9,22.86,279.25
240,3.92,94.49,220.08
120,0.04,83.47,212.68
280,0.4,22.86,73.5
200,2.63,68.78,317.37
160,3.52,19.18,270.13
120,2.75,83.47,279.06
120,3.68,87.14,278.7
120,0.36,76.12,218.85
160,0.93,30.2,235.29
200,0.77,10.0,245.1
240,0.4,81.63,162.77
240,0.57,15.51,134.22
240,3.03,59.59,211.52
160,0.24,61.43,231.72
280,0.65,76.12,106.77
200,0.81,88.98,285.61
240,2.3,10.0,173.27
120,2.42,43.06,252.53
200,1.45,54.08,284.74
240,0.85,90.82,179.44
120,2.55,77.96,272.35
240,1.86,43.06,180.25
120,0.4,57.76,210.55
160,0.16,46.73,222.43
160,0.12,72.45,233.81
240,0.16,21.02,125.1
200,0.93,68.78,278.51
160,1.05,17.35,231.5
120,0.28,57.76,207.31
120,3.11,44.9,262.99
240,3.07,65.1,213.8
200,3.27,100.0,337.23
200,2.3,22.86,288.35
280,1.58,96.33,140.36
200,2.83,66.94,320.47
280,2.55,98.16,162.63
280,3.56,92.65,162.69
280,0.97,43.06,98.51
160,2.75,50.41,286.6
240,2.99,11.84,187.84
280,2.42,76.12,148.74
280,3.64,74.29,152.68
160,3.47,57.76,290.37
200,3.07,98.16,338.32
120,2.1,72.45,260.78
200,1.78,21.02,275.71
160,1.25,26.53,241.52
280,0.89,52.24,101.19
240,2.38,100.0,220.16
120,0.81,72.45,229.21
240,1.17,52.24,167.91
280,0.97,63.27,108.83
120,2.26,87.14,271.35
240,3.84,98.16,222.7
160,1.58,77.96,275.36
280,2.02,35.71,120.27
200,3.39,19.18,295.85
200,3.27,77.96,326.37
200,0.93,100.0,294.38
120,0.73,37.55,208.98
280,2.55,39.39,133.08
280,4.0,87.14,155.3
240,0.08,21.02,123.31
160,3.39,11.84,268.08
160,1.05,98.16,272.41
280,2.02,11.84,108.12
160,0.44,81.63,248.14
240,1.94,15.51,168.24
120,2.22,90.82,271.95
200,3.11,65.1,321.19
160,0.81,24.69,228.96
280,2.59,50.41,139.3
120,1.33,94.49,253.48
200,0.85,63.27,273.33
240,0.93,22.86,147.72
280,1.41,59.59,118.4
120,3.52,46.73,260.28
160,3.88,85.31,299.87
120,2.46,68.78,266.56
200,0.81,98.16,290.27
200,0.4,22.86,241.49
280,3.64,87.14,159.01
280,3.35,100.0,168.33
160,3.6,59.59,289.8
240,2.99,46.73,204.91
160,2.87,48.57,288.0
120,1.29,21.02,215.87
200,2.06,43.06,293.23
160,1.37,10.0,236.59
240,0.97,63.27,169.02
200,2.55,54.08,308.59
120,0.81,98.16,242.6
240,2.1,17.35,172.69
120,2.02,59.59,252.2
280,0.28,88.98,102.8
200,1.94,98.16,317.95
200,1.54,59.59,289.68
160,3.43,72.45,297.84
160,3.47,98.16,310.47
200,2.06,41.22,291.89
120,0.32,19.18,189.06
160,3.39,35.71,280.13
240,2.26,19.18,177.13
240,2.51,68.78,207.05
280,1.66,35.71,112.13
280,0.0,68.78,84.48
120,2.75,94.49,284.39
160,3.11,76.12,302.79
280,1.86,19.18,108.2
160,3.03,92.65,311.83
200,0.97,92.65,291.1
280,2.99,92.65,168.19
280,3.76,37.55,133.4
280,2.02,15.51,110.28
200,3.72,65.1,315.26
160,0.36,52.24,230.58
120,0.44,70.61,218.33
280,3.56,70.61,151.78
200,0.97,33.88,262.11
200,0.53,55.92,261.43
280,3.64,35.71,133.45
280,1.05,77.96,118.35
120,2.51,44.9,255.0
120,0.36,68.78,215.14
240,0.69,100.0,179.49
200,2.75,39.39,304.98
240,2.46,96.33,219.94
240,1.62,81.63,194.1
240,2.95,68.78,215.52
160,1.21,63.27,259.32
160,2.02,90.82,291.84
160,0.85,32.04,234.24
200,3.31,17.35,295.77
120,1.37,85.31,249.94
240,3.23,79.8,219.4
120,0.69,33.88,206.38
240,3.6,39.39,195.48
200,1.54,70.61,294.35
160,3.88,48.57,281.14
280,2.71,21.02,126.93
160,0.77,19.18,225.26
280,2.26,66.94,141.01
120,2.63,63.27,266.57
280,3.27,35.71,137.36
120,0.36,19.18,190.33
120,2.51,19.18,242.14
120,1.13,66.94,234.89
280,1.54,90.82,136.61
160,3.31,52.24,288.61
280,2.99,65.1,154.38
240,1.37,59.59,177.14
240,0.44,68.78,157.22
280,3.84,57.76,142.53
240,3.43,57.76,206.45
280,3.35,98.16,167.91
160,0.16,44.9,221.18
280,2.87,76.12,157.96
160,1.01,59.59,251.98
240,3.88,55.92,201.03
240,0.77,26.53,145.12
120,2.87,28.37,253.75
280,1.45,77.96,128.44
280,0.73,63.27,102.36
200,1.09,43.06,269.76
280,3.43,100.0,167.79
280,3.56,77.96,155.36
200,3.11,94.49,335.88
160,1.49,13.67,241.4
200,2.63,100.0,333.41
120,1.25,63.27,236.09
120,0.57,76.12,224.69
200,3.84,19.18,291.32
240,3.88,76.12,211.18
160,1.74,88.98,284.7
160,0.4,43.06,227.03
280,0.12,68.78,87.88
280,0.53,19.18,74.91
280,2.95,68.78,155.52
160,0.97,26.53,234.5
280,1.21,21.02,94.01
280,2.91,13.67,127.43
280,3.72,74.29,152.01
240,3.15,15.51,188.14
160,3.43,76.12,299.83
280,0.4,100.0,111.61
200,2.67,10.0,288.92
240,3.84,15.51,181.57
200,1.7,72.45,299.39
240,3.76,85.31,216.91
280,3.43,35.71,135.68
280,3.88,68.78,147.7
160,1.9,72.45,280.0
200,1.78,11.84,271.06
240,3.15,28.37,194.82
200,1.25,26.53,265.56
120,1.41,61.43,239.38
240,2.02,87.14,205.63
200,3.72,11.84,288.76
160,0.24,22.86,212.48
160,3.11,19.18,274.42
280,2.38,81.63,150.72
120,2.26,30.2,242.47
200,0.97,79.8,284.81
240,0.77,63.27,163.56
160,3.8,88.98,302.25
240,3.84,48.57,197.69
280,0.61,74.29,104.53
160,2.67,94.49,307.21
280,1.13,68.78,115.56
200,1.94,68.78,303.18
160,2.46,37.55,274.74
160,0.93,63.27,251.55
120,3.23,61.43,270.12
160,1.41,19.18,241.98
280,0.73,52.24,96.85
120,3.43,96.33,285.7
200,0.2,10.0,229.05
240,0.04,54.08,138.28
240,1.45,11.84,155.36
240,0.48,98.16,173.28
160,3.15,57.76,293.17
280,0.61,90.82,112.83
200,0.57,66.94,267.71
280,2.91,85.31,163.3
120,2.18,28.37,239.68
120,0.12,90.82,218.9
120,3.68,77.96,274.5
280,3.23,17.35,128.34
240,3.88,26.53,186.68
200,0.4,92.65,275.91
200,0.73,46.73,262.51
200,0.97,65.1,278.01
240,0.93,13.67,142.94
200,2.46,17.35,288.65
120,1.37,41.22,228.16
240,3.92,11.84,178.99
160,1.54,70.61,271.05
280,1.54,22.86,102.58
240,3.52,41.22,197.65
280,1.41,46.73,111.77
160,3.92,26.53,269.83
240,1.58,94.49,199.48
160,2.63,90.82,304.16
280,0.4,90.82,107.37
120,0.32,96.33,227.52
240,3.72,79.8,214.78
280,1.45,52.24,115.57
120,0.57,54.08,213.58
120,0.48,10.0,188.72
120,2.59,81.63,274.82
240,0.85,15.51,141.56
120,0.08,50.41,197.81
160,0.08,37.55,215.21
160,2.79,28.37,275.94
120,0.85,61.43,224.79
200,2.79,76.12,324.83
240,0.24,55.92,145.56
200,2.87,81.63,328.52
200,1.98,22.86,281.01
240,1.45,77.96,188.13
240,2.95,28.37,195.18
280,3.92,26.53,125.86
160,2.1,74.29,285.33
280,1.37,43.06,109.32
200,1.98,87.14,313.09
200,1.58,52.24,286.26
240,3.76,33.88,191.47
200,3.47,63.27,317.11
240,2.14,10.0,170.16
120,2.59,44.9,256.58
160,1.45,19.18,243.18
240,1.01,46.73,161.87
280,3.8,81.63,155.02
160,2.34,61.43,283.88
120,2.38,30.2,245.46
120,1.7,76.12,253.24
280,3.96,26.53,125.68
160,3.84,35.71,275.31
160,1.98,100.0,295.88
200,0.93,44.9,266.54
200,1.29,26.53,266.5
160,1.7,55.92,267.09
200,2.22,57.76,303.81
200,2.18,10.0,279.05
120,1.37,24.69,219.84
240,3.39,13.67,184.77
240,1.58,70.61,187.92
120,2.55,65.1,265.83
240,2.99,21.02,192.2
280,0.93,22.86,87.12
200,1.45,13.67,264.31
120,2.87,26.53,252.84
240,0.12,66.94,147.12
280,0.32,13.67,66.44
280,2.71,22.86,127.87
160,3.76,81.63,299.35
280,1.09,85.31,123.18
280,3.19,22.86,131.16
160,2.46,74.29,292.87
200,3.03,41.22,310.47
240,2.51,74.29,209.81
200,1.58,61.43,291.31
280,2.06,77.96,142.29
240,3.64,15.51,183.19
240,3.39,85.31,220.72
160,2.3,37.55,271.42
160,0.69,30.2,228.84
240,0.32,63.27,151.22
200,2.26,10.0,280.76
160,1.7,44.9,261.61
280,2.83,28.37,133.14
200,3.35,46.73,309.41
120,1.82,41.22,238.52
240,3.47,57.76,206.07
160,1.37,11.84,237.57
280,3.88,21.02,123.69
200,0.77,17.35,248.52
120,1.58,59.59,241.95
280,0.28,85.31,100.83
120,2.1,39.39,243.85
280,1.86,100.0,148.67
120,3.84,83.47,275.6
200,1.86,43.06,288.44
240,3.96,79.8,212.05
160,0.97,72.45,257.25
240,1.17,55.92,170.59
240,1.78,52.24,183.27
120,1.9,15.51,227.31
240,3.64,63.27,207.05
200,2.95,57.76,318.21
280,3.15,98.16,169.72
120,3.31,48.57,263.31
280,1.98,43.06,122.88
240,2.91,17.35,189.05
280,3.43,46.73,141.15
200,0.53,44.9,255.84
240,2.34,59.59,199.27
280,2.02,43.06,123.96
160,1.9,90.82,289.49
200,3.15,59.59,318.59
160,1.9,15.51,251.44
120,0.04,52.24,197.37
280,1.17,48.57,106.51
200,3.76,65.1,314.93
160,2.75,72.45,297.52
280,0.81,59.59,102.84
160,3.72,17.35,267.51
200,1.49,100.0,308.38
120,3.39,66.94,271.6
160,0.65,37.55,231.41
160,3.27,26.53,276.48
240,3.52,48.57,201.32
160,1.37,66.94,264.56
200,3.43,37.55,304.08
120,2.71,90.82,281.73
200,3.19,72.45,324.36
280,1.54,35.71,109.1
160,1.13,26.53,238.89
240,3.23,83.47,221.65
160,3.23,19.18,273.2
280,0.65,85.31,111.43
200,2.87,72.45,323.81
240,2.38,46.73,193.52
120,3.6,90.82,281.74
160,0.28,26.53,215.07
160,3.03,52.24,291.83
240,1.37,41.22,167.72
200,3.72,33.88,299.48
120,1.01,13.67,205.33
120,3.43,77.96,276.76
200,3.07,24.69,301.92
120,3.35,94.49,285.97
120,3.52,48.57,261.2
200,2.91,66.94,321.72
280,2.79,72.45,154.15
200,4.0,41.22,300.8
240,1.13,54.08,168.41
200,2.95,19.18,298.73
120,2.46,30.2,246.9
160,0.28,35.71,219.64
200,0.04,46.73,242.58
160,3.15,41.22,285.1
200,0.24,30.2,240.17
120,3.96,24.69,244.93
240,1.45,37.55,168.4
120,0.89,52.24,221.07
120,0.89,94.49,242.01
240,1.66,96.33,202.65
280,1.62,77.96,132.0
160,0.32,83.47,245.26
160,2.55,76.12,295.74
280,0.61,63.27,99.29
120,0.53,33.88,202.3
280,1.86,92.65,145.12
200,3.92,44.9,303.24
240,0.4,92.65,168.27
160,1.86,50.41,267.95
280,3.31,70.61,154.17
200,0.48,66.94,265.62
160,3.43,83.47,303.48
200,3.03,94.49,337.17
240,3.39,24.69,190.24
120,2.75,33.88,254.64
120,0.4,17.35,190.42
240,1.78,10.0,161.99
240,0.77,32.04,148.07
200,1.21,13.67,258.19
120,0.28,30.2,193.39
240,2.18,92.65,212.8
120,0.44,17.35,191.36
160,0.85,66.94,251.74
120,0.61,15.51,195.17
200,3.68,55.92,311.16
120,1.78,57.76,246.02
120,1.25,55.92,232.38
280,0.28,17.35,66.83
160,1.49,94.49,281.18
280,2.02,85.31,144.92
240,3.07,13.67,187.91
280,4.0,94.49,159.29
240,0.24,72.45,153.42
160,2.38,81.63,294.76
240,0.97,65.1,170.02
200,3.43,85.31,328.38
280,2.75,48.57,141.95
240,1.29,74.29,182.49
200,3.92,35.71,298.71
280,1.01,48.57,102.82
200,1.94,17.35,277.04
200,1.78,54.08,291.63
200,2.75,44.9,307.66
240,3.68,68.78,209.54
200,0.77,83.47,281.67
120,3.47,15.51,244.54
200,3.15,74.29,325.59
120,2.3,100.0,278.55
160,0.93,87.14,263.64
280,0.28,22.86,69.74
240,1.37,61.43,177.86
160,1.05,43.06,244.62
200,3.15,50.41,313.84
120,3.84,70.61,269.3
240,2.18,26.53,179.41
200,1.01,46.73,269.47
200,1.33,19.18,264.32
160,2.71,92.65,306.74
240,2.38,48.57,194.28
120,1.29,37.55,224.16
240,3.96,96.33,220.4
280,3.47,77.96,156.25
160,0.93,61.43,251.22
280,2.51,72.45,148.94
200,2.26,43.06,297.1
240,3.27,72.45,215.14
120,0.65,48.57,212.72
200,0.97,77.96,284.13
240,0.44,76.12,160.92
280,4.0,74.29,148.98
200,1.37,70.61,290.56
160,2.3,50.41,277.73
120,2.71,94.49,283.64
200,3.76,92.65,328.8
120,2.51,11.84,238.67
120,2.55,37.55,252.3
160,1.33,68.78,264.87
240,2.79,43.06,199.71
240,3.96,22.86,183.68
120,2.55,100.0,283.54
240,3.47,85.31,219.63
160,1.33,30.2,245.92
200,1.74,26.53,277.28
200,2.51,61.43,311.32
200,2.3,77.96,315.87
280,1.25,66.94,117.69
280,2.38,35.71,128.0
240,0.4,61.43,152.21
120,3.88,22.86,244.67
200,2.38,90.82,323.53
240,1.54,63.27,183.32
160,1.37,59.59,261.45
280,2.42,61.43,141.6
240,3.27,76.12,217.62
240,3.31,76.12,216.78
120,1.98,66.94,255.21
200,3.19,24.69,300.51
240,1.66,88.98,198.85
160,2.91,85.31,306.9
120,3.92,15.51,240.62
160,2.14,92.65,295.58
240,2.42,77.96,210.08
200,1.41,11.84,262.43
280,1.29,79.8,125.27
160,1.58,39.39,256.17
160,3.27,41.22,283.91
160,3.47,17.35,269.88
240,3.39,32.04,194.08
240,1.82,46.73,181.47
160,0.89,30.2,233.95
280,3.03,61.43,152.37
280,2.75,92.65,163.4
240,3.84,37.55,192.24
120,1.9,100.0,269.56
200,1.33,77.96,293.35
200,1.98,33.88,286.57
200,1.13,13.67,256.23
280,3.76,79.8,154.18
280,1.58,41.22,112.98
160,0.89,55.92,246.95
280,1.66,77.96,133.21
240,0.85,65.1,166.56
200,0.32,32.04,243.4
200,0.28,13.67,233.18
120,3.35,52.24,264.33
200,3.35,77.96,325.03
200,2.95,10.0,294.14
200,2.42,61.43,309.63
160,0.85,39.39,237.84
120,3.76,79.8,274.33
120,3.76,98.16,283.35
240,2.18,37.55,184.78
160,0.28,61.43,232.95
120,0.16,35.71,192.41
200,2.14,59.59,302.75
160,1.7,43.06,260.98
240,3.72,46.73,197.92
240,2.14,57.76,194.36
280,2.71,17.35,125.25
280,0.89,79.8,115.06
120,2.83,76.12,276.8
280,0.73,48.57,94.81
240,0.48,11.84,129.92
280,0.28,19.18,67.92
240,3.84,22.86,185.3
120,2.99,77.96,280.86
200,1.05,77.96,286.23
200,0.2,44.9,246.47
120,1.94,48.57,244.95
200,0.32,87.14,271.05
160,2.02,79.8,286.12
240,0.4,63.27,153.03
280,3.68,66.94,148.92
240,2.06,17.35,171.86
120,0.04,11.84,177.23
240,0.53,19.18,134.7
120,1.33,24.69,218.96
120,3.27,28.37,253.29
160,4.0,50.41,281.08
200,0.69,63.27,269.49
280,3.15,65.1,152.98
160,0.0,21.02,204.59
120,2.91,30.2,254.95
160,3.23,37.55,282.23
160,1.13,79.8,265.05
240,2.91,57.76,209.19
280,1.45,37.55,107.81
120,1.29,79.8,245.12
280,2.42,41.22,131.79
160,0.77,63.27,247.38
120,2.3,30.2,243.66
200,0.85,90.82,287.46
240,0.28,10.0,123.46
160,0.2,65.1,232.81
280,1.66,66.94,128.19
240,2.87,50.41,205.0
280,2.22,61.43,137.73
200,0.85,48.57,266.65
200,0.16,79.8,262.55
120,3.76,22.86,245.99
280,1.09,37.55,98.97
200,3.64,65.1,316.18
240,2.91,65.1,212.99
240,3.35,87.14,222.14
280,2.63,63.27,146.49
240,2.14,85.31,207.77
280,0.2,55.92,83.91
280,1.78,59.59,127.07
200,3.6,100.0,333.97
120,2.1,83.47,265.99
280,0.89,94.49,122.53
200,2.99,22.86,301.05
240,2.26,54.08,194.55
240,0.93,72.45,172.53
200,3.68,59.59,313.17
160,2.55,100.0,307.19
120,3.64,55.92,263.5
120,2.95,19.18,250.52
280,2.42,50.41,136.1
160,0.16,37.55,217.83
200,3.6,77.96,322.88
120,0.61,57.76,216.19
280,0.73,30.2,86.18
240,3.15,70.61,215.9
200,2.51,94.49,328.0
120,1.05,50.41,224.59
280,2.63,66.94,148.59
200,3.68,83.47,324.88
280,3.11,32.04,137.17
200,0.85,77.96,280.87
240,1.86,13.67,165.88
120,1.58,17.35,221.15
120,3.6,55.92,263.56
240,0.16,24.69,127.36
240,2.38,92.65,216.2
240,3.27,46.73,202.37
280,0.73,22.86,82.15
160,2.22,22.86,262.15
120,3.56,88.98,281.0
200,2.26,32.04,291.8
240,3.35,21.02,188.84
120,3.6,81.63,276.7
160,1.37,24.69,243.65
240,1.33,63.27,178.13
120,0.97,63.27,229.0
280,3.96,98.16,161.57
160,2.91,13.67,270.97
160,4.0,100.0,306.26
200,1.33,70.61,289.85
160,2.34,43.06,274.66
200,1.37,32.04,271.28
200,2.02,88.98,315.48
240,2.71,59.59,206.2
240,3.47,46.73,200.89
240,1.9,21.02,170.31
280,0.04,21.02,62.08
240,0.61,63.27,158.61
240,3.39,33.88,194.82
200,0.12,76.12,259.72
120,3.96,87.14,276.36
200,1.05,46.73,270.8
160,1.49,66.94,268.11
120,0.08,28.37,186.47
160,2.51,92.65,302.84
280,1.17,26.53,95.71
200,0.65,83.47,278.49
240,0.53,54.08,151.97
240,3.76,88.98,218.77
200,1.82,17.35,274.46
200,2.75,26.53,298.35
120,3.43,43.06,258.78
240,1.58,15.51,160.17
160,3.6,24.69,272.27
200,2.91,10.0,293.44
240,2.38,11.84,175.99
120,2.46,24.69,244.35
200,1.58,59.59,289.98
200,1.78,90.82,310.42
280,2.79,19.18,127.6
240,1.25,57.76,173.12
280,0.65,98.16,117.52
200,1.82,15.51,273.63
240,2.91,43.06,202.04
120,0.44,33.88,199.68
120,2.14,19.18,234.9
160,0.89,70.61,254.21
160,1.37,98.16,280.32
240,0.32,98.16,168.41
280,3.92,15.51,120.66
160,1.37,50.41,256.46
200,1.66,66.94,295.78
240,0.57,90.82,171.9
280,3.88,48.57,137.21
160,2.71,88.98,304.87
280,0.32,85.31,102.22
160,2.79,44.9,284.79
240,3.64,87.14,219.7
160,0.61,10.0,216.67
120,0.36,28.37,194.96
200,2.75,21.02,295.74
120,2.06,32.04,239.45
240,0.4,54.08,148.87
160,1.29,22.86,240.81
280,0.85,59.59,103.45
120,0.61,52.24,213.38
120,3.76,32.04,250.52
240,1.45,94.49,196.26
200,1.25,85.31,295.27
280,3.6,65.1,148.58
160,1.9,94.49,290.92
280,3.19,92.65,166.31
200,3.84,92.65,327.51
120,1.66,87.14,257.96
160,2.14,30.2,264.6
280,3.31,94.49,166.51
200,3.96,90.82,325.76
160,1.01,39.39,241.8
240,1.98,19.18,171.28
280,2.34,70.61,144.21
280,0.12,46.73,76.64
160,1.01,85.31,264.65
160,3.96,68.78,291.02
160,1.09,11.84,230.01
120,0.53,94.49,232.64
120,0.73,44.9,213.32
160,3.15,76.12,302.61
120,1.94,90.82,266.55
280,0.61,72.45,103.38
240,0.36,46.73,143.68
160,1.78,37.55,259.95
280,3.84,46.73,136.93
280,3.35,94.49,165.96
240,1.01,83.47,180.11
160,2.3,59.59,282.65
160,2.95,10.0,270.32
160,0.93,100.0,269.96
120,1.45,44.9,232.21
200,1.09,59.59,278.36
240,2.02,48.57,187.02
160,3.43,90.82,307.06
240,1.58,87.14,195.99
200,2.51,22.86,292.22
160,2.46,22.86,267.17
160,0.89,50.41,244.22
160,3.23,87.14,307.34
280,1.62,37.55,111.96
200,0.48,57.76,261.03
240,0.57,43.06,147.68
240,2.34,13.67,175.81
200,1.9,33.88,284.46
120,1.98,61.43,252.37
280,3.35,83.47,160.45
160,3.11,66.94,298.49
280,2.3,52.24,134.94
200,0.65,52.24,262.79
280,0.81,74.29,110.36
240,3.96,85.31,215.32
240,1.62,10.0,158.09
240,1.58,59.59,181.69
280,2.95,48.57,145.33
200,3.03,19.18,299.19
120,2.38,43.06,251.72
160,2.91,30.2,279.3
120,3.8,87.14,277.67
160,3.96,32.04,272.76
240,3.76,50.41,199.79
200,2.42,19.18,288.52
200,0.81,30.2,256.15
200,4.0,70.61,314.74
200,0.12,79.8,261.58
120,0.36,92.65,226.93
280,1.17,55.92,110.48
280,2.63,24.69,127.18
160,0.24,72.45,237.67
280,0.16,15.51,62.3
280,3.11,41.22,141.83
280,3.96,72.45,148.84
200,0.73,41.22,259.46
120,2.71,88.98,281.17
200,2.02,46.73,293.76
160,2.3,85.31,295.04
160,3.64,43.06,281.15
240,2.75,22.86,188.59
240,2.79,32.04,194.1
160,1.45,94.49,280.65
160,2.51,43.06,278.27
240,1.74,61.43,186.91
240,2.63,10.0,179.78
160,3.92,39.39,276.67
200,2.18,63.27,305.77
120,0.32,17.35,188.44
240,0.4,72.45,158.17
280,1.9,81.63,140.52
240,0.24,54.08,144.12
160,2.67,98.16,309.11
120,3.19,30.2,255.44
240,2.67,54.08,202.9
280,2.95,81.63,161.63
120,0.12,22.86,185.13
200,2.46,15.51,287.62
240,0.36,61.43,151.62
160,1.01,17.35,230.9
200,1.41,17.35,265.42
160,3.27,59.59,293.38
160,0.08,68.78,231.01
280,3.72,94.49,161.59
280,1.45,33.88,106.49
120,1.49,28.37,224.76
240,2.71,19.18,186.29
200,0.93,66.94,277.43
240,2.22,50.41,192.06
280,1.98,59.59,131.03
280,0.4,46.73,85.64
160,2.91,52.24,290.3
200,3.35,22.86,297.94
200,0.93,55.92,272.07
120,1.09,48.57,224.84
200,2.59,32.04,298.04
160,1.09,32.04,240.52
120,2.3,26.53,241.97
160,2.83,100.0,312.81
200,1.01,41.22,267.2
240,1.29,50.41,170.49
160,2.63,30.2,273.58
280,2.18,81.63,146.42
160,3.88,63.27,288.9
120,0.69,24.69,201.89
160,1.33,79.8,270.53
240,0.57,74.29,163.18
200,1.45,96.33,305.34
120,2.34,57.76,258.05
200,2.42,22.86,290.61
240,3.31,54.08,205.74
240,3.47,100.0,227.29
240,4.0,65.1,204.59
200,2.3,76.12,314.57
120,2.55,10.0,238.3
200,2.79,50.41,311.21
120,2.99,52.24,267.65
240,2.18,61.43,196.88
160,2.06,61.43,278.07
160,1.49,21.02,244.71
120,2.06,85.31,265.95
120,2.02,19.18,232.09
120,1.49,44.9,232.98
280,0.81,35.71,90.96
200,0.73,50.41,263.78
280,3.07,72.45,157.49
160,3.15,68.78,298.91
120,1.94,92.65,267.15
120,3.07,57.76,270.23
160,3.47,65.1,293.88
280,4.0,22.86,123.54
240,0.57,17.35,135.32
280,1.37,48.57,111.82
160,3.72,65.1,291.6
200,2.26,74.29,312.82
200,2.14,63.27,304.35
200,2.38,65.1,310.55
200,2.71,72.45,320.69
200,2.1,11.84,278.18
240,2.38,59.59,199.9
200,1.33,44.9,276.89
120,1.25,90.82,250.0
240,0.65,100.0,178.67
120,1.49,74.29,247.68
200,3.31,28.37,301.0
120,0.28,70.61,213.63
280,3.64,63.27,147.04
160,3.68,65.1,291.44
120,3.92,50.41,258.19
280,3.76,88.98,159.07
200,1.86,98.16,316.02
120,0.61,88.98,232.03
240,1.45,72.45,185.22
120,0.4,28.37,196.2
120,0.61,43.06,208.82
240,0.28,90.82,163.56
240,3.64,85.31,218.44
240,1.78,74.29,194.33
160,1.21,90.82,272.82
280,0.36,68.78,94.99
240,2.91,11.84,186.14
160,4.0,96.33,304.11
160,2.34,88.98,298.04
200,2.91,46.73,311.9
160,2.38,96.33,302.61
120,0.4,92.65,228.14
200,1.25,98.16,301.41
160,3.84,39.39,277.11
280,1.17,72.45,118.6
120,3.8,21.02,244.29
280,0.53,72.45,101.41
240,0.2,74.29,153.28
280,0.4,65.1,94.48
280,0.69,43.06,90.98
160,3.27,22.86,274.77
280,3.03,13.67,128.38
240,2.22,90.82,212.08
240,0.04,68.78,145.69
160,0.32,43.06,225.1
120,1.05,19.18,208.85
120,1.01,54.08,224.98
120,3.92,22.86,244.48
280,2.79,30.2,133.02
200,2.71,100.0,334.48
160,3.23,26.53,277.0
160,2.91,26.53,277.85
160,1.17,22.86,238.09
280,0.28,68.78,93.03
240,2.87,77.96,218.36
200,0.69,43.06,258.75
160,2.55,79.8,297.48
280,0.93,100.0,126.19
120,1.29,11.84,211.3
240,3.76,92.65,220.63
280,0.24,76.12,95.58
240,0.48,52.24,150.03
200,1.45,76.12,295.61
120,1.05,10.0,204.16
160,2.95,22.86,276.19
120,0.08,13.67,179.05
120,2.34,94.49,276.43
280,2.34,100.0,159.52
200,3.39,88.98,330.41
120,3.15,21.02,251.12
240,1.37,43.06,169.16
120,0.97,81.63,237.76
160,3.03,41.22,285.97
160,0.69,21.02,224.24
200,0.24,19.18,234.74
200,2.02,65.1,303.16
160,0.08,100.0,246.53
280,0.57,19.18,75.85
280,0.24,74.29,94.23
200,3.19,55.92,316.17
240,2.83,21.02,189.38
120,0.0,72.45,205.98
120,2.14,37.55,243.82
160,3.39,44.9,284.95
240,3.8,15.51,181.68
240,1.54,28.37,165.54
120,3.84,94.49,280.81
240,3.64,33.88,192.56
200,1.37,57.76,284.38
240,1.86,48.57,183.44
240,3.15,39.39,199.97
160,1.25,92.65,274.69
240,1.58,44.9,174.55
160,1.41,37.55,251.25
160,3.56,30.2,275.69
240,2.51,52.24,198.7
240,1.66,90.82,199.5
120,0.2,79.8,215.61
120,0.2,24.69,188.19
240,0.73,100.0,180.64
120,0.16,65.1,207.74
280,1.21,48.57,107.44
280,3.68,15.51,123.02
200,3.52,52.24,310.7
240,2.46,43.06,193.52
120,3.76,26.53,247.68
160,2.63,52.24,285.06
280,3.23,66.94,153.35
160,2.38,28.37,268.48
160,1.29,87.14,272.83
120,2.79,88.98,282.92
120,0.53,15.51,192.84
240,3.31,33.88,195.77
120,1.45,76.12,247.09
200,3.43,33.88,302.46
120,0.28,92.65,225.0
280,2.22,17.35,115.5
240,0.57,63.27,158.1
160,0.4,15.51,213.44
200,2.18,66.94,307.31
280,3.84,92.65,159.68
280,1.98,87.14,145.2
240,3.88,46.73,196.48
200,2.71,11.84,290.58
280,2.99,32.04,137.95
120,3.31,66.94,272.2
120,2.42,81.63,271.76
280,1.33,61.43,116.95
280,3.03,46.73,144.94
160,2.83,61.43,293.53
160,1.66,81.63,278.62
200,0.57,52.24,260.19
160,1.74,50.41,265.62
200,2.46,65.1,312.31
280,2.38,10.0,115.09
200,2.87,77.96,326.32
280,2.63,72.45,151.05
280,1.54,81.63,132.39
240,2.1,63.27,195.68
240,2.42,83.47,212.92
280,2.99,39.39,141.8
120,3.35,26.53,251.7
280,1.94,15.51,108.67
240,1.29,21.02,156.03
120,0.16,44.9,197.24
200,3.43,55.92,313.53
200,1.49,81.63,299.43
200,2.71,81.63,325.31
240,1.25,72.45,180.73
280,1.74,100.0,146.04
200,1.21,46.73,275.07
160,2.55,46.73,280.38
280,3.23,81.63,160.22
240,2.02,83.47,204.04
120,0.08,35.71,190.57
120,0.04,98.16,220.64
240,3.27,98.16,228.34
240,1.62,77.96,192.2
200,1.62,77.96,300.29
