Concentration,Temperature,Doping (mol%),Response
218.63,166.96,3,1.43
328.95,226.01,3,5.63
143.12,294.75,3,4.2
14.46,265.56,6,6.15
389.88,255.35,3,4.77
55.01,162.54,0,1.51
68.68,202.3,3,3.34
289.84,234.34,3,5.9
293.23,282.72,0,2.45
8.83,283.42,3,4.06
89.53,227.88,6,10.8
42.87,194.4,0,2.13
179.48,254.28,0,3.91
131.29,227.81,3,5.69
374.46,167.93,0,1.55
84.26,245.32,6,8.38
289.89,283.35,9,3.15
112.99,173.49,3,1.63
199.38,195.45,0,2.33
135.2,169.68,0,1.56
124.62,274.52,9,4.46
268.63,188.31,0,2.03
291.29,161.14,0,1.26
198.06,229.63,0,3.07
140.01,195.73,9,5.57
144.89,287.76,0,2.27
149.89,257.15,3,4.6
328.99,267.87,6,5.83
237.65,186.42,0,1.83
340.23,230.4,6,10.85
172.37,279.91,9,3.58
278.25,284.47,6,3.79
62.91,183.62,3,1.65
399.17,223.82,6,10.53
329.45,246.35,3,4.94
398.68,270.95,0,3.04
121.58,177.09,3,1.76
375.36,251.97,9,5.49
170.82,176.54,9,3.62
47.01,182.22,0,2.06
162.04,151.65,3,1.05
56.37,154.62,0,0.95
78.5,274.04,3,4.2
213,202.68,3,3.44
316.47,244.97,9,5.75
201.09,202.04,0,2.46
396.13,253.25,3,4.65
247.62,210.65,9,7.36
89.44,182.78,0,1.83
390.35,272.84,0,2.94
295.16,172.76,0,1.46
269.61,184.52,3,1.91
350.94,162.82,6,1.9
132.36,155.74,6,1.99
62.48,261.51,3,4.37
69.41,267.52,0,3.22
192.36,171.16,3,1.68
302.05,189.08,6,7.36
318.07,171.57,6,3.27
223.86,210.58,6,11.04
272.45,257.64,0,3.56
180.15,264.09,6,6.41
392.01,190.69,0,2.08
291.35,252.65,3,4.69
245.33,235.23,9,5.87
348.3,246.3,6,7.86
147.38,194.8,3,2.35
342.6,174.58,6,4.35
395.69,185.16,9,4.31
357.56,203.09,6,9.92
143.19,285.73,9,3.05
397.16,257.5,9,5.29
266.07,250.92,9,5.56
348.3,252.81,0,3.74
51.81,228.37,6,10.83
319.77,219.33,0,2.95
204.65,228.44,9,6.05
331.26,279,9,3.64
247.25,188.1,0,1.8
239.29,286.71,6,4.28
205.03,257.85,9,5.07
56.37,154.62,6,1.22
174.74,289.23,0,2.17
155.27,270.67,9,4.61
23.09,201.4,3,3.41
326.33,227.74,6,10.28
337.91,237.05,0,3.38
68.77,263.74,9,4.97
25.42,155.81,6,1
144.96,208.62,0,2.56
54.07,268.85,0,2.99
221.67,215.9,6,11.76
337.47,221.16,9,6.45
48.82,152.8,6,1.68
317.92,166.11,0,1.29
245.18,279.07,6,5.01
219.69,172.41,0,1.58
10.84,211.49,6,11.27
270.41,189.09,3,1.84
282.65,189.17,3,1.72
399.16,167.51,9,2.52
105.4,180.96,9,3.83
358.85,281.88,9,3.37
235.56,152.87,9,1.54
56.13,208.53,3,4.32
183.77,168.28,9,2.55
1.98,249.87,6,8.54
157.09,198.85,3,3.11
109.23,288.11,6,5.04
290.38,163.73,0,1.19
339.37,177.69,3,1.54
192.61,237.61,6,9.53
284.87,164.99,6,1.76
360.78,178.29,3,1.64
159.03,267.17,9,4.66
130.16,165.13,0,1.25
32.41,156.65,9,1.55
34.02,271.04,3,4.28
92.63,232.71,9,5.95
265.96,264.3,0,3.22
134.11,222.19,3,5.43
293.62,234.11,9,5.89
118.22,255.4,9,5.31
43.67,157.07,9,1.78
380.72,249.94,6,6.96
90.45,176.94,3,1.52
89.85,278.79,0,2.63
276.39,234.74,9,5.85
12.98,243.5,3,5.19
278.06,261.08,6,6.36
66.81,226.13,6,10.68
147.01,268.64,0,3.08
170.96,203.09,9,6.52
174.99,189.71,0,1.99
59.34,249.66,0,3.9
39.07,152.59,0,0.69
219.37,207.93,3,4.28
203.4,244.62,9,5.61
312.21,259.39,0,3.29
201.76,259.81,9,5.2
48.28,241.96,9,5.71
12.63,241.05,6,8.32
399.89,187.19,6,5.85
359.17,275.61,3,4.38
386.74,177.39,3,1.57
107.6,238.24,6,9.31
192.78,176.4,9,3.13
244.69,172.9,6,3.65
207.61,161.03,3,1.14
245.77,222.42,9,6.57
396.47,226.2,0,3.08
84.02,172.06,9,2.85
277.84,180.54,3,1.64
203.44,247.07,9,5.64
275.81,251.97,0,3.98
369.88,162.75,6,1.12
9.46,260.38,0,3.32
344.05,239.01,0,3.62
109.62,215.83,6,10.68
197.03,227.36,3,5.64
250.49,237.19,6,8.56
130.66,214.16,3,4.75
235.28,284.89,0,2.15
35.72,155.85,3,1.16
386.66,167.3,0,1.34
224.59,285.24,6,5.01
78.73,241.54,9,5.67
322.94,244.9,9,5.81
244.32,163.66,9,2.25
305.95,255.68,6,7.57
363.29,209.13,3,4.38
318.32,169.54,0,1.45
197.52,156.65,6,0.53
75.21,282.86,0,2.65
80.82,260.94,9,4.93
150.14,195.45,9,5.46
139.03,264.23,0,3.2
262.78,289.72,6,5.24
314.48,181.82,3,1.74
106.13,179.41,3,1.51
349.09,288.53,6,4.32
110.04,258.48,9,5.25
256.81,164.01,6,1.97
32.09,197.06,0,2.28
196.19,242.31,9,5.66
107.9,248.89,6,7.87
29.28,254.56,0,3.79
163.38,259.48,3,4.63
221.16,193.07,9,5.45
345.19,171.78,9,2.68
32.05,241.75,6,8.55
262.59,278.51,0,2.7
152.48,219.61,9,6.62
98.5,163.87,9,1.98
322.74,262.76,9,5.1
229.79,200.71,6,10
89.55,164.99,9,2.03
256.97,174.86,0,1.55
26.01,283.07,9,3.26
149.71,180.96,0,1.62
48.84,249.24,6,7.73
126.45,243.85,9,5.75
178.41,165.9,9,2.13
122.71,184.82,3,1.71
207.18,162.23,3,1.22
15.89,214.99,9,6.98
35.02,231.73,9,5.9
286.16,266.4,9,4.84
142.02,285.1,9,3.16
283.23,150.63,0,0.88
377.89,225.92,0,3.14
237.26,217.53,3,5.1
47.43,289.37,9,2.45
144.96,208.62,6,10.59
144.08,170.52,0,1.6
278.3,183.69,6,5.3
184.31,192.37,6,8.94
23.11,270.18,0,3.03
244.28,195.03,9,5.53
49.74,282.37,3,4.09
32.64,266.23,3,4.52
331.57,222.07,0,2.9
317.86,153.15,9,1.45
103.51,153.08,0,0.76
264.67,207.55,3,4.35
327.35,263.16,3,4.48
220.89,273.82,9,4.48
324.22,186.21,6,5.93
339.69,165.34,6,2
314.58,195.66,9,5.67
308.37,236.98,6,8.9
227.02,240.49,0,3.62
107.8,211.46,3,4.72
333.98,255.28,3,4.74
375.41,253.7,3,4.92
20.59,160.37,0,1.21
51.33,272.91,3,4.46
289.53,268.22,9,4.81
203.56,179.94,3,1.77
232.38,216.18,3,4.91
169.5,259.6,0,3.49
114.47,230.54,9,5.97
36.94,238.47,3,5.38
6.18,167.09,6,1.61
261.8,235.3,6,9
19.28,252.6,6,7.48
166.96,159.1,0,0.96
87.3,225.5,6,11.38
228.7,184.22,3,1.7
229.66,213.1,9,7.16
104.53,296.32,3,3.82
383.95,201.7,3,3.42
33.08,172.76,9,2.8
9.89,276.9,9,3.92
205.48,296.55,3,3.93
304.09,199.72,0,2.41
350.66,283.84,6,5.91
206.91,286.22,6,4.55
250.34,174.44,6,3.47
28.33,216.39,9,6.9
190.04,291.37,3,4
70.97,152.03,9,1.33
4.64,225.29,9,6.17
185.48,184.6,0,2.09
135.95,222.56,0,2.89
142,262.27,0,3.31
130.12,213.41,3,4.8
180.1,190.67,3,1.94
276.86,270.74,0,2.88
222.08,163.1,6,1.65
277.98,267.59,0,3.08
388.69,269.41,9,4.64
70.85,188.31,9,4.77
207.63,255.05,6,7.29
115.48,217.51,0,2.88
345.89,187.05,0,1.92
91.93,228.64,3,6.05
233.93,297.07,3,3.99
325.16,187.12,0,2.08
327.61,168.7,9,2.51
96.79,167.78,3,1.46
379.38,214.22,6,11.43
50.19,235.02,3,5.74
89.08,193.49,9,5.28
38.87,168.14,6,2.77
156.61,284.33,6,4.7
260.26,151.19,9,1.23
315.09,162.19,9,2.06
198.55,218.49,0,2.75
18.32,173.6,9,2.88
252.71,160.86,9,1.81
330.3,262.69,9,4.98
10.48,287.9,6,5.28
165.05,284.4,0,2.38
192.23,229.7,0,3.25
292.52,229.91,9,6.15
326.18,155.11,6,2.04
4.39,211.49,9,7.23
163.73,236.07,0,3.66
204.68,287.02,3,3.94
368.31,194.5,3,2.44
336.73,200.78,0,2.4
281.21,159.59,6,1.23
235.78,192.02,3,2.1
76.4,169.05,9,2.4
396.99,264.72,6,6.96
392.46,168.23,3,1.54
328.74,180.61,6,4.32
327.68,258.69,6,6.07
184.69,180.39,3,1.72
33.41,258.2,3,4.61
287.33,169.58,3,1.48
71.87,245.81,6,7.81
298.98,240.91,9,5.87
306.61,276.74,3,4.17
190.97,279.44,3,4.27
10.6,187.05,9,4.47
55.74,215.13,6,11.06
233.46,184.74,0,1.84
387.76,246.79,6,8.98
324.35,175.51,3,1.5
337.77,186.21,9,4.54
311.93,270.14,3,4.44
58.83,190.34,6,7.6
24.92,270.81,0,3.08
37.22,284.26,9,2.81
363.38,204.98,0,2.66
270.59,264.28,3,4.35
144.89,287.76,6,4.64
326.89,227.46,9,6.3
321.81,248.75,9,5.57
208.38,265,6,5.86
140.15,182.99,9,4.18
388.38,282.52,3,4.33
384.46,282.3,9,3.49
39.07,152.59,6,0.34
323.14,253.37,6,7.04
83.1,172.83,9,2.74
80.93,184.18,9,4.33
44.21,253.65,9,5.33
0.59,177.24,3,1.65
157.28,283.7,9,3.04
377.73,233.83,9,5.91
336.73,200.78,6,9.83
148.26,181.03,6,5.07
324.28,176.61,9,3.36
328.97,247.14,9,5.71
54.55,189.36,0,2.17
129.35,262.13,6,6.86
172.22,243.43,9,5.59
368.08,249.73,9,5.51
351.65,225.85,0,3.3
329.21,245.95,9,5.64
125.74,157.14,0,1.02
44.17,197.42,3,2.79
75.25,184.53,0,1.85
61.14,196.57,0,2.31
118.61,276.27,6,4.34
155.68,178.43,6,3.95
64.03,281.95,6,4.84
388.04,270.39,9,4.65
18.4,173.39,0,1.7
51.48,159.8,9,1.87
292.26,263.39,0,3.45
304.45,281.88,0,2.47
80.74,250.71,6,7.66
276.76,164.78,6,2.46
187.07,262.11,3,4.65
361.02,178.08,0,1.68
293.12,281.25,0,2.68
159.81,242.45,3,5.24
394.61,196.29,0,2.23
159.6,207.22,0,2.71
226.81,252.95,6,7.74
274.5,241.75,9,5.68
44.73,269.9,9,4.64
283.22,174.93,9,3.17
195.78,160.72,6,1.58
133.8,287.83,6,4.62
393.63,224.31,0,2.77
135.27,209.04,9,7.07
62.86,283.77,9,3.2
23.43,280.19,3,3.99
159.27,207.64,0,2.59
245.97,157.49,9,1.64
205.44,273.54,9,4.34
397.19,183.27,0,1.87
140.24,189.5,0,2.21
93.4,287.97,9,2.51
79.84,201.9,9,6.35
259.52,163.59,9,2.15
57.14,203.05,3,3.74
93.18,223.26,0,3.1
42.01,208.2,9,7.13
283.27,233.27,6,9.2
245.22,157.91,9,1.69
315.57,155.4,3,1.13
150.5,181.38,6,4.94
252.91,208.76,6,10.99
163.79,253.86,9,5.39
387.64,227.11,6,9
301.55,239.29,3,5.45
111.44,192.09,0,2.07
44.64,234.42,3,5.62
392.23,243.12,3,5.19
170.89,231.94,9,5.95
40.07,192.3,9,5.24
232.99,150.56,9,1.19
231.47,244.62,0,3.6
92.27,226.62,6,10.87
240.45,150.56,6,1.22
270.54,268.33,3,4.46
383.23,283.49,0,2.3
246.09,271.09,0,3.14
376.09,175.07,6,3.88
212.52,250.78,3,4.9
134.48,288.46,9,2.63
360.09,218.56,9,6.62
287.38,183.02,3,1.73
238.76,232.54,3,5.95
96.99,194.61,0,2.25
105.25,265.7,6,5.94
350.53,198.7,3,3.04
132.79,266.01,3,4.3
62.23,156.44,9,1.68
393.96,157.84,9,1.68
83.96,209.67,0,2.63
136.5,255.26,0,3.74
314.01,274.03,6,6.08
325.65,197.27,3,2.61
136.83,203.79,6,10.15
41.31,243.72,3,5.02
2.3,253.86,6,6.84
79.6,186.17,3,1.58
264.73,268.86,3,4.37
44.82,197.34,6,8.64
13.87,259.7,3,4.54
215.8,222.84,0,3.19
88.48,220.74,6,11.74
287.95,161.35,9,1.92
15.85,239.15,0,3.53
328.99,267.87,0,3.14
14.75,160.16,6,1.82
93.72,228.65,9,5.96
167.51,216.81,6,11.26
255.41,235.79,0,3.42
269.11,230.44,3,5.98
207.54,207.08,6,10.19
358.08,194.19,0,2.38
34.41,274.56,3,4.36
219.81,179.76,0,1.93
379.98,225.57,6,11.05
143.99,241.47,9,5.82
2.3,156.09,9,1.55
74.58,226.83,0,2.92
103.72,288.39,0,2.38
173.64,240.35,9,5.63
153.47,261.36,9,4.95
385.25,268.92,6,5.84
34.42,174.16,9,2.95
53.09,240.42,6,9.99
370.59,255.65,3,4.63
18.23,288.44,3,3.92
319.91,284.92,3,4.18
168.5,287.06,0,2.63
330.43,260.68,3,4.6
139.88,276.34,6,4.19
179.74,152.63,3,0.94
168.09,161,9,2
221.08,183.32,3,1.57
230.19,175.14,0,1.57
35.06,265.84,0,3.24
395.67,170.38,9,2.57
216.51,232.57,0,3.19
183.65,246.5,3,4.83
23.42,285.87,6,4.9
378.9,181.17,6,5.48
15.74,249.17,0,3.97
281.21,159.59,0,1.1
213.05,194.54,0,2.32
121.7,151.12,6,0.9
187.64,270.6,9,4.88
75.97,276.14,3,4.21
117.13,278.09,6,5.02
41.97,239.29,6,8.96
270.27,276.96,3,4.28
368.33,167.09,9,2.15
170.93,176.26,9,3.18
93.86,264.51,0,3.23
130.12,177.91,3,1.76
175.81,160.79,9,1.92
228.24,251.76,6,8.59
7.88,211.77,6,11.05
200.75,260.38,9,4.94
197.15,160.51,3,1.29
319.97,211.91,6,11.64
300.95,179.34,6,4.74
320.07,251.69,9,5.28
364.25,190.62,9,5.11
167.71,203.58,3,3.63
337.91,237.05,6,8.68
120.39,233.2,0,3.38
355.23,224.94,9,6.28
304.6,180.19,6,3.89
129.73,262.97,6,6.05
368.4,180.47,3,1.55
321.39,151.5,3,1.18
232.28,225.34,3,5.72
275.36,219.05,6,11.95
380.02,178.78,0,1.65
143.27,188.17,0,1.97
310.89,150.28,9,1.3
396.2,177.31,0,1.63
289.08,279.77,9,3.74
329.01,153.15,3,1.07
89.84,208.13,0,2.51
72.39,246.02,0,4.01
369.76,221.58,0,2.99
293.25,245.53,0,3.94
301.82,177.94,6,4.99
46.92,237.68,6,8.11
200.25,150.83,3,0.97
60.67,203.23,6,10.09
371.45,238.32,3,5.49
244.04,296.1,3,4
214.44,185.09,0,2.14
176.31,210.44,0,2.89
374.96,280.62,0,2.41
355.81,226.99,3,5.78
354.77,279.42,0,2.72
327.64,219.26,0,2.93
24.96,222.11,3,5.54
97.27,212.26,0,2.87
370.1,221.09,0,3
28.88,243.71,0,3.71
340.57,266.61,6,5.76
353.02,205.15,3,3.89
41.25,178.01,6,3.59
134.98,258.05,3,4.66
62.46,211.28,0,2.91
291.18,289.09,0,2.31
71.74,218.73,3,5.22
399.36,197.62,9,5.82
189.73,167.3,9,2.21
188.89,156.23,6,1.52
36.7,247.28,9,5.62
336.19,167.93,9,2.31
51,204.07,0,2.59
177.64,271.86,3,4.46
377.76,174.3,9,3.14
277.86,211.61,3,4.76
158.06,252.58,3,4.64
312.3,269.9,0,2.79
49.41,274.24,9,4.16
269.82,233.34,9,5.84
99.6,213.78,3,4.72
120.97,225.04,3,5.77
168.5,287.06,6,6.29
253.36,157.98,6,1.21
252.96,272.84,3,4.3
328.03,275.09,3,4.17
60.76,191.25,6,7.29
103.92,232.15,0,3.28
56.14,180.19,9,3.85
329.79,251.08,3,4.87
45.27,167.72,9,2.43
357.64,236.14,0,3.39
247.57,261.08,9,5.07
156.29,160.93,9,2
138.28,204.84,6,10.94
357.29,168.07,9,2.36
85.24,236.28,0,3.44
379.58,188.45,9,4.85
46.16,202.75,3,3.38
69.56,227.39,6,9.9
262.37,176.68,9,3.38
53.09,240.42,0,3.87
322.37,267.17,0,3.05
362.15,178.57,0,1.77
47.02,246.58,9,5.52
167.67,249.57,3,4.81
186.87,251.2,9,5.42
337.67,248.47,6,6.98
148.58,189.5,9,4.9
151.88,213.66,6,12.42
33.94,180.82,6,5.25
95.13,198.25,9,5.84
93,223.99,3,5.7
96.87,175.07,9,3.35
185.76,238.38,9,5.87
60.08,212.05,9,7.08
135.18,276.06,9,4.06
73.94,153.43,6,0.4
146.58,254,0,3.89
211.08,183.2,0,2.06
387.28,236.7,6,9.52
336.28,281.18,0,2.63
265.41,239.89,3,5.43
45.39,162.68,6,1.22
50.38,263.91,3,4.35
351.62,194.89,9,5.59
304.91,253.44,6,7.3
221.87,284.99,3,4.08
22.79,226.09,3,5.88
147.11,159.6,3,1.25
2.55,252.35,3,4.86
131.44,161.42,9,2.01
4.86,182.92,6,5.45
371.66,216.86,3,5.07
244.58,205.54,0,2.44
107.74,200.57,9,5.98
372.38,251.9,6,6.39
330.58,178.22,6,4.46
338.21,263.04,9,5.14
22.83,248.96,6,8.71
174.63,210.79,9,7.11
246.66,237.47,0,3.34
351.57,205.68,9,6.86
73.85,240.65,3,5.22
52.69,280.83,0,2.46
51.51,232.92,9,5.99
217.08,154.55,6,1.94
147.89,209.53,9,7.26
170.85,155.46,9,1.53
185.59,242.97,3,5.38
236.33,170.24,0,1.44
185.07,201.83,0,2.27
88.83,170.64,3,1.56
96.06,190.97,6,7.77
343.92,227.66,3,5.98
226.64,242.22,3,5.49
109.46,225.64,3,5.78
193.59,186.77,9,4.79
304.41,232.5,6,9.29
319.49,278.02,0,2.67
398.65,187.26,0,2.01
144.08,170.52,6,3.22
330.28,229.39,3,6.01
379.24,249.03,9,5.34
11.67,171.09,3,1.58
70.2,228.26,3,5.87
42.35,248.75,3,4.77
34.04,222.64,3,5.44
278.69,176.68,0,1.64
328.99,188.38,9,4.9
141.93,295.5,3,4.01
320.61,272.91,6,5.99
322.29,245.6,3,5.19
42.16,196.45,3,2.69
246.01,277.6,6,4.92
216.11,280.72,3,4.15
68.37,254.3,3,4.74
355.22,186.28,9,4.6
378.37,268.48,3,4.26
385.39,274.19,3,4.21
249.54,259.81,0,3.35
263.48,174.65,0,1.73
260.78,164.85,0,1.42
127.39,286.5,9,2.99
304.41,232.5,0,3.2
138.35,233.48,0,3.28
30.72,248.07,3,4.91
183.58,193.15,3,2
155.27,175.21,0,1.71
336.36,246.05,3,5.05
140.6,185.86,9,4.46
18.79,217.02,6,11.52
259.5,193.7,9,5.21
207.23,299.55,3,4.07
150.91,194.75,0,2.11
4.84,170.19,3,1.52
352.68,197.2,3,2.88
199.3,285.73,6,5.29
35.76,225.71,0,3.06
390.87,252.67,0,4.03
114.8,219.47,9,6.74
343.37,177.73,6,3.46
146.54,151.61,6,0.66
170.55,260.52,9,5.08
102.63,258.06,6,6.35
249.54,259.81,6,5.61
124.68,153.22,0,0.87
10.6,174.93,6,3.68
279.81,209.39,9,7.14
323.25,157.91,0,1.32
256.19,152.03,3,1.09
48.82,152.8,0,0.97
256.93,285.03,0,2.51
242.04,236.42,9,5.9
32.95,235.16,0,3.34
66.87,251.76,9,5.47
32.87,277.04,0,2.69
23.24,159.68,3,1.19
313.96,286.01,6,4.88
286.82,287.06,9,2.76
16.35,191.95,6,8.09
282.83,150.98,3,0.83
368.45,210.86,9,7.29
29.52,183.34,6,5.98
241.26,264.43,3,4.55
154.44,175.56,0,1.63
315.67,195.38,6,8.63
375.63,223.68,0,3.09
62.4,150.35,6,1.35
196.65,173.81,0,1.53
326.71,178.06,3,1.84
172.83,278.93,6,4.03
70.07,211.77,9,7.15
20.8,220.46,3,5.23
253.84,265.77,9,4.61
393.47,270.32,6,5.83
248.83,190.13,6,7.32
201.07,160.3,0,1.03
396.5,261.43,0,3.14
71.26,172.97,9,2.78
2.12,238.66,9,5.7
314.62,201.27,9,6.27
383.05,263.67,0,3.25
42.36,189.69,3,1.7
23.27,270.04,0,2.94
221.11,168,9,2.42
266.08,201.27,6,10.22
329.42,245.22,3,5.21
135.2,169.68,6,2.97
33.65,254.6,3,4.65
26.83,209.53,6,10.85
283.23,150.63,6,1.72
396.2,177.31,6,3.77
141.24,284.84,3,4
238.74,218.56,0,2.99
348.28,258.13,3,4.71
300.55,289.65,6,4.88
156.33,275.08,9,4.24
305.75,276.83,0,2.74
139.03,264.23,6,5.55
145.02,245.52,3,5.04
53.77,199.23,6,8.91
46.06,278.46,3,3.96
12.01,221.66,3,5.49
107.93,285.59,6,4.88
251.86,287.55,9,2.92
116.69,225.71,9,6.22
176.58,244.27,9,5.66
278.88,180.24,3,1.66
79.49,154.97,0,1.13
18.62,261.85,9,4.86
171.87,298.35,3,4.09
48.08,161.86,3,1.18
290.58,282.23,0,2.46
247.14,251.62,6,8.15
181.91,217.68,3,5.08
51.15,176.41,3,1.68
72.85,242.87,6,7.94
381.62,187.82,6,7.26
166.96,159.1,6,0.58
223.62,206.58,3,3.94
374.73,218,0,2.83
303.81,287.2,9,2.62
347.39,214.43,0,2.92
70.09,173.34,3,1.66
47.9,195.1,6,8.55
244.22,199.6,3,3.04
246.17,299.25,3,4.04
340.57,266.61,0,3.17
40.72,172.96,3,1.67
16.29,173.46,0,1.59
61.34,205.33,6,10.92
10.6,174.93,0,1.65
124.73,269.2,0,3.1
139.88,276.34,0,2.57
193.52,294.6,3,3.97
390.62,221.51,9,6.45
380.72,249.94,0,3.89
29.64,206.2,3,3.85
396.99,264.72,0,3.47
232.97,278.3,6,5.47
101.14,245,3,5.09
218.01,280.48,6,4.03
314.13,155.88,9,1.57
16.86,225.5,9,6.28
231.35,261.71,0,3.31
377.16,159.38,0,1.04
95.51,224.66,6,10.08
30.79,157.63,6,1.26
190.42,217.86,6,10.54
168.57,213.31,6,11.43
239.62,188.57,3,1.72
336,231.03,9,6.16
344.68,180.69,3,1.71
75.96,262.48,9,4.99
187.75,287.69,9,2.77
103.2,283.42,9,3.25
180.84,223.4,9,6.42
116.2,165.53,3,1.44
307.81,185.93,9,4.44
362.43,184.37,3,1.66
239.16,153.78,0,1.04
57.2,180.12,0,1.69
392.47,168.76,3,1.34
237.53,208.62,9,7.16
281.87,250.64,6,8.23
81.78,233.07,3,5.71
265.35,184.67,9,4.28
353.31,278.54,3,4.26
350.66,283.84,0,2.67
68.07,181.17,9,3.77
7.25,203.65,3,3.75
37.05,191.42,3,2.11
180.02,257.98,3,4.67
323.74,168.91,0,1.61
106.81,230.12,0,3.19
66.13,264.37,9,4.94
142.18,294.45,3,3.91
123.92,197.57,3,2.72
174.65,173.71,3,1.62
148.42,284.89,9,3.15
394.65,249.73,6,7.01
10.08,182.04,3,1.75
35.44,286.57,6,3.85
20.94,157.88,3,1.24
316.29,222.91,0,2.98
258.19,166.67,6,1.82
236.36,161.84,0,1.14
180.7,278.24,3,4.08
304.42,156.68,3,1.22
381.57,166.88,0,1.38
253.6,232.22,0,3.21
193.19,288.88,6,5.14
53.27,296.25,3,3.99
103.51,153.08,6,0.56
200.88,209.39,0,2.62
26.4,150.08,3,0.99
281.46,173.6,6,3.24
368.52,220.16,3,5.21
330.96,209.95,9,7.2
375.34,200.43,0,2.44
308.16,234.39,6,9.56
260.4,174.37,9,3
27.38,194.35,3,2.34
341.09,269.62,9,4.86
183.48,150.98,9,1.2
7.36,215.55,0,2.74
150.5,181.38,0,1.79
316.88,268.26,3,4.18
330.13,181.03,9,3.64
194.87,197.97,9,6.15
3.14,165.98,3,1.46
321.2,208.38,3,4.27
190.47,273.33,9,4.56
247.8,254.77,0,3.97
277.61,203.51,9,6.51
363.73,153.01,0,0.88
270.99,238.1,9,5.63
126.46,249.45,6,7.84
136.38,267.58,3,4.41
148.7,162.38,3,1.35
134.64,199.16,6,9.24
267.02,259.67,0,3.52
375.14,159.31,9,1.8
151.25,262.2,9,5.04
269.37,250.78,6,7.77
84.94,150.91,0,0.64
91.47,170.49,3,1.51
310.58,280.27,0,2.58
74.61,161.7,6,2.5
336.15,177.17,9,3.62
26.66,275.22,0,2.82
372.81,232.85,6,8.95
118.62,179.56,3,1.76
329.19,193.75,3,2.53
279.55,280.62,9,3.57
390.41,288.11,9,2.54
341.97,249.1,9,5.44
361.95,190.69,9,5.2
93.34,265.28,9,4.88
273.54,183.41,9,4.12
100.36,189.02,3,1.62
376.35,282.29,3,3.96
291.46,290.7,3,4.14
349.37,244.9,6,6.85
235.11,287.62,0,2.3
297.08,244.13,0,3.86
126.77,167.72,0,1.52
167.89,235.72,0,3.41
239.07,189.47,3,1.63
54.75,216.25,0,2.7
356.46,183.13,6,6.32
313.52,283,0,2.45
374.78,265.91,6,5.68
166.31,201.93,3,3.3
48.33,259.11,9,5.03
325.12,181.1,6,4.48
318.18,264.37,0,3.38
309.86,276.41,6,4.3
148.87,228.79,3,5.85
208.58,194.27,3,2.38
386.01,188.94,3,1.86
65.41,246.65,0,3.93
32.37,267.38,0,3.25
275.25,274.38,6,4.9
256.44,191.81,9,5.29
216.51,232.57,6,9.22
5.16,270.59,3,4.45
352.03,262.76,0,3.33
221.11,264.02,9,4.82
229.87,289.79,9,2.53
250.26,285.74,3,4.15
261.65,209.35,3,4.43
355.65,209.43,3,4.45
307.26,271.51,9,4.43
143.26,289.19,3,3.95
228.85,298.57,3,3.9
12.45,236.35,0,3.71
34.26,261.92,0,3.41
229.04,220.01,3,5.03
153.53,287.48,0,2.37
148.1,232.43,9,6.05
80.37,263.88,6,5.78
232.07,255.47,6,7.21
267.31,249.8,9,5.68
55.01,162.54,6,2.99
79.87,151.82,6,0.78
365.36,236.49,9,5.92
321.47,158.12,6,1.29
102.59,224.14,3,5.54
108.22,162.47,9,2.16
228.24,251.76,0,4.17
166.63,241.68,9,5.63
101.87,274.52,0,2.78
158.79,266.12,6,5.3
43.61,200.29,9,5.98
205.08,226.55,0,3.12
301.09,230.89,0,3.34
114.9,224.87,6,10.88
264.55,276.48,6,5.22
9.83,234.11,0,3.32
14.14,182.36,9,3.97
194.91,232.39,3,5.95
196.91,195.59,9,5.66
59.47,209.11,0,2.69
282.96,216.48,3,5.04
114.66,282.37,9,3.51
138.03,171.85,9,2.77
249.46,188.64,3,1.86
268.05,246.79,9,5.65
70.55,208.34,6,10.68
322.17,259.03,3,4.83
353.68,258.76,0,3.48
216,262.69,0,3.34
61.14,196.57,6,9.08
364.37,185.44,0,1.9
144.39,219.61,0,2.84
112.87,290,0,2.13
332.07,260.66,9,5.19
376.68,217.98,3,4.96
391.59,152.1,3,0.99
225.63,211,9,7.32
329.01,185.51,0,1.88
140.37,179.97,0,1.91
250.36,223.05,6,10.87
138.37,244.27,6,6.95
289.1,207.18,3,4.38
103.93,272.35,0,2.96
335.56,206.8,6,10.68
47.4,171.31,3,1.73
156.41,201.48,3,3.33
160.31,247.7,9,5.53
65.17,174.72,0,1.63
232.83,180.89,9,3.88
257.72,218.84,9,6.66
371.69,151.58,3,1.02
251.08,202.67,0,2.38
176.92,216.41,3,5.17
282.06,218.81,3,5.18
50.4,228.04,3,6.02
294.77,174.65,9,3.1
245.59,244.92,3,4.96
103.3,190.55,6,8.11
229.69,215.27,9,6.82
76.82,250.85,9,5.29
339.22,170.79,3,1.45
377.89,225.92,6,10.78
124.39,155.88,0,0.93
295.55,243.42,3,5.07
251.58,176.75,0,1.49
85.76,192.85,3,2.35
90.43,257.68,3,4.64
304.4,283.21,0,2.59
92.67,226.27,6,10.45
263.49,243.57,3,5.11
260.49,150.77,9,1.3
103.16,197.69,6,8.71
113.95,256.87,0,3.84
18.09,186,0,1.92
70.86,251.2,6,7.03
249.6,225.56,3,5.73
44.25,203.93,6,10.84
268.68,188.03,6,7.61
7.71,179.13,9,3.48
81.29,215.62,9,6.76
112.37,154.48,0,1.04
175.45,244.69,6,8.45
