Concentration,Temperature,Dose(mol%),Response
37.26,384.98,1,2.45
140.82,300.36,12,44.48
160.78,394.32,12,47.9
59.32,172.21,0,2.09
129.61,348.61,1,15.48
168.48,332.24,12,49.14
83.48,295.44,0,4.04
82.17,148.87,12,29.9
49.25,259.99,1,2.57
184.33,47.31,12,50.39
95.74,116.43,12,33.97
95.3,242.69,3,88.44
86.89,106.23,0,4.1
154.04,130.81,1,19.54
25.18,292.8,1,2.13
47.67,173.84,0,2.11
119.81,351.65,1,14.28
64.22,262.43,12,26.28
131.72,37.01,12,43.91
62.91,40.45,3,73.15
65.88,347.44,3,74.77
92.93,91.7,3,86.59
29.73,339.99,0,1.17
129.26,232.87,3,100.4
169.62,105.25,1,21.72
140.73,348.71,3,111.19
177.33,331.02,3,145.12
190.11,3.73,1,23.43
158.85,215.66,3,124.62
122.44,36.56,0,6.12
45.66,112.31,1,1.7
100.81,62.1,1,9.51
77.0,358.72,3,81.2
74.9,205.6,1,5.7
101.43,167.78,0,4.87
36.03,233.92,12,21.83
110.27,12.47,3,94.39
123.14,382.26,1,14.51
153.25,19.28,1,20.15
168.31,16.02,0,9.35
180.04,314.01,1,23.59
168.57,215.98,1,21.52
39.44,334.12,1,2.64
94.07,377.21,12,34.21
65.18,47.53,1,4.0
70.61,152.36,3,76.8
180.65,262.81,0,9.12
177.59,4.41,1,23.06
34.02,278.36,0,1.99
175.84,74.29,0,9.02
152.11,271.01,0,8.35
86.81,128.94,3,82.05
118.32,149.46,12,40.71
82.08,234.74,3,81.43
58.62,294.03,1,3.49
53.98,303.14,3,65.27
180.13,130.3,12,49.63
151.41,144.04,12,47.37
48.2,296.31,1,2.2
198.42,321.06,3,163.66
111.41,173.93,1,11.97
195.01,313.96,3,163.55
65.01,187.46,3,70.73
104.14,64.76,12,36.06
32.27,25.42,1,1.86
84.09,392.95,3,81.54
39.27,19.74,12,22.55
46.36,6.18,1,2.14
147.3,99.49,1,18.45
73.59,161.39,1,5.34
48.2,296.31,3,60.85
145.81,147.34,0,8.66
190.37,161.28,0,10.29
82.34,51.03,3,82.23
66.32,17.26,1,3.97
80.15,285.34,3,77.5
68.6,392.3,0,3.25
27.71,226.13,0,1.25
182.67,375.33,0,9.33
60.63,4.34,1,4.02
165.42,87.48,0,9.33
188.36,17.27,1,24.16
195.97,294.27,3,162.67
135.04,154.38,12,44.19
144.41,0.03,12,45.78
196.24,257.03,3,159.96
197.72,283.78,0,10.21
166.03,341.94,12,50.09
166.65,318.37,0,9.51
187.13,260.83,12,50.41
151.33,188.1,12,47.37
174.0,127.02,0,9.21
69.82,373.09,1,5.0
28.76,45.91,0,1.6
53.45,295.16,1,2.68
116.05,365.54,12,39.52
108.34,298.09,12,37.02
145.72,237.18,1,19.52
41.63,104.11,0,1.37
81.73,173.09,0,3.77
141.96,363.29,0,7.36
133.38,387.28,1,16.33
159.12,204.54,12,47.95
167.52,38.67,3,135.66
83.39,260.66,0,3.5
56.25,234.31,1,3.46
34.19,333.68,12,21.92
178.64,76.24,0,9.08
127.86,215.99,1,14.76
143.1,16.04,1,17.95
122.52,79.71,0,6.61
66.58,379.5,12,26.77
35.94,267.17,0,1.86
194.66,199.3,1,24.87
117.53,30.79,0,6.21
28.85,103.51,1,1.23
174.26,353.94,0,9.59
57.48,7.29,3,69.88
171.11,326.98,3,140.2
126.46,190.16,12,42.39
77.35,60.02,12,29.27
46.62,306.56,12,23.24
156.84,31.02,12,48.65
82.78,142.44,3,81.21
37.52,381.54,12,21.32
115.08,252.91,0,5.99
131.45,32.95,3,103.3
58.79,148.47,0,2.45
121.74,69.56,1,13.11
48.29,278.81,3,66.69
103.09,308.45,0,5.39
177.24,231.16,0,9.21
178.73,383.83,3,146.45
39.09,248.37,0,1.85
124.54,198.06,1,13.59
110.01,88.92,12,37.21
147.39,246.86,3,118.52
133.64,176.38,12,43.12
128.83,275.15,1,14.6
117.88,393.63,3,92.03
28.59,185.53,12,21.14
64.57,115.14,12,26.6
86.28,337.52,12,31.92
198.51,89.73,0,11.14
128.74,374.89,3,104.57
164.81,31.77,1,22.13
77.18,108.56,0,3.31
89.34,350.88,3,86.98
129.7,376.45,0,7.19
45.92,95.8,0,2.2
82.69,228.31,1,6.7
146.34,110.83,12,47.12
95.82,45.3,1,8.17
91.62,124.69,1,8.09
137.93,158.77,1,17.18
118.41,44.19,3,100.21
84.0,39.75,12,31.38
136.97,199.56,1,16.63
145.64,105.0,12,46.98
109.74,266.53,12,38.21
191.25,376.59,12,50.24
133.2,87.82,0,7.51
168.05,370.87,3,135.38
66.23,387.95,3,68.84
150.63,243.43,12,47.44
182.14,150.47,12,49.71
91.18,188.0,0,4.42
135.22,232.79,3,107.25
51.88,125.29,12,24.4
45.84,258.19,1,2.39
59.49,135.6,12,26.54
56.95,154.44,3,67.81
49.42,349.82,12,23.89
94.07,378.91,1,7.54
93.37,337.46,0,4.31
175.58,56.9,1,22.52
131.28,277.47,1,15.46
96.52,4.84,0,4.83
82.87,394.61,3,81.31
144.58,129.8,0,7.78
150.01,255.65,3,117.57
103.53,358.53,1,9.99
57.22,78.32,3,68.95
194.57,330.02,1,24.55
26.23,212.97,0,1.77
136.09,43.25,12,44.29
81.47,155.29,12,30.71
28.5,273.5,12,19.35
51.7,158.81,0,3.14
129.35,138.35,3,101.93
44.08,259.85,1,2.4
133.03,156.41,0,6.81
112.11,36.63,1,11.53
102.3,28.46,0,5.24
60.81,125.17,12,26.49
108.69,207.57,1,11.14
124.01,329.19,0,6.58
146.77,29.4,3,114.32
64.66,362.54,3,73.63
141.7,77.99,0,7.93
31.74,86.46,12,21.19
40.23,90.87,0,1.56
105.02,220.82,1,10.18
144.15,135.52,12,45.67
103.44,215.64,0,4.56
111.76,277.88,1,10.58
131.1,65.45,3,102.96
170.67,220.46,0,9.7
159.82,84.2,0,8.91
88.38,37.49,12,32.18
84.79,267.46,1,7.32
69.56,377.38,12,28.09
37.34,222.44,12,20.44
171.64,14.38,12,50.39
27.8,185.57,0,1.68
130.14,174.34,12,43.87
77.44,16.35,1,6.23
69.91,247.93,12,27.88
150.63,11.99,1,19.71
185.91,208.19,12,51.06
44.43,93.0,12,22.73
185.12,354.92,12,50.89
63.43,32.54,3,71.87
126.9,64.3,3,103.41
45.75,12.77,12,23.82
70.87,147.61,12,28.37
77.61,395.91,12,28.48
72.89,364.78,12,28.6
140.82,87.69,1,17.83
179.34,195.3,1,21.87
105.8,319.94,3,92.46
130.67,161.72,12,43.65
120.42,180.1,0,5.8
166.12,213.18,1,21.68
61.24,202.18,0,2.94
193.17,160.08,0,10.17
152.99,42.64,1,19.72
181.7,246.49,12,49.48
87.07,272.6,3,88.15
67.81,356.11,3,76.02
169.71,144.05,1,21.45
148.79,309.07,12,45.49
162.27,249.54,1,20.04
151.15,37.56,3,121.5
181.7,60.07,3,145.95
132.5,220.86,12,42.87
109.39,342.61,0,5.96
42.25,345.83,0,1.87
120.51,229.14,12,40.72
45.22,109.72,12,22.8
101.6,62.46,1,10.42
146.95,207.91,3,116.08
118.32,95.51,3,95.27
121.12,311.83,3,100.59
45.4,197.01,1,2.37
188.71,327.11,3,154.5
152.9,257.03,12,48.11
71.84,377.91,3,76.45
168.92,35.65,3,134.8
110.79,133.7,1,11.79
111.06,144.35,12,38.76
121.39,387.64,3,93.05
79.36,356.75,0,3.86
104.58,121.58,0,5.64
165.95,248.54,12,48.6
190.72,81.61,1,23.84
25.7,26.15,0,1.71
54.68,39.13,3,66.3
48.29,386.03,12,24.35
85.06,228.65,3,83.15
169.45,14.46,3,138.61
144.23,324.23,12,46.07
47.85,212.25,12,23.42
183.1,264.55,3,151.64
110.97,42.64,1,10.95
114.82,377.78,0,6.02
136.01,251.37,0,7.46
40.41,111.71,0,1.33
128.21,231.89,12,42.71
87.94,292.35,3,85.13
188.27,203.15,12,50.76
101.25,335.85,12,35.59
90.83,251.08,1,7.43
62.12,23.02,1,4.58
44.7,97.6,1,3.21
85.84,244.25,3,83.45
117.36,140.28,3,96.21
125.94,272.06,1,13.83
161.13,249.6,0,8.87
81.03,8.03,1,6.38
90.22,313.0,12,32.35
79.71,192.69,12,29.3
175.75,374.19,0,9.07
144.58,286.33,1,18.36
134.52,192.61,1,16.7
37.61,113.94,3,54.12
66.5,211.08,3,76.87
117.1,375.63,1,12.93
190.2,254.17,0,9.98
102.74,39.78,3,94.06
190.9,329.79,0,10.35
159.82,283.62,3,127.76
123.31,69.47,12,41.46
31.92,308.8,0,1.47
92.93,17.56,0,4.4
129.96,58.08,12,43.11
150.28,67.58,12,46.79
183.02,309.86,1,22.27
184.07,182.23,12,51.42
186.52,72.52,12,50.94
85.49,238.05,0,3.93
49.25,202.51,0,1.77
69.47,379.92,1,5.11
46.71,385.45,1,3.64
81.38,250.23,12,29.91
117.27,262.7,0,6.65
70.52,381.64,12,27.97
89.69,150.78,1,8.26
114.99,127.64,3,98.03
146.07,103.25,3,113.96
83.57,114.04,1,7.45
124.36,246.71,0,6.75
68.51,31.09,3,74.24
35.51,250.49,12,21.8
185.64,121.31,0,9.79
104.31,326.98,3,90.66
59.93,254.76,0,2.59
99.76,40.72,0,5.3
119.98,186.96,3,99.26
195.62,173.61,3,163.52
192.3,350.66,3,164.76
183.02,387.89,0,9.98
127.43,322.9,12,41.75
174.17,175.8,3,142.99
170.41,206.27,3,138.17
108.43,4.11,12,38.03
140.21,193.6,0,7.65
143.71,360.28,1,17.92
121.21,173.43,0,6.57
149.75,386.05,3,113.89
159.47,102.59,0,9.0
94.77,226.05,3,90.44
94.07,397.93,0,4.61
170.41,206.27,1,21.65
66.76,315.92,12,26.54
144.23,249.19,1,18.36
127.08,332.85,3,104.26
65.27,397.54,0,2.86
136.71,166.6,12,43.64
36.99,236.67,12,22.28
80.33,357.15,12,29.6
146.16,36.59,12,46.52
137.23,223.86,3,110.22
196.41,313.5,12,50.95
137.84,81.39,0,7.42
89.87,90.15,0,4.42
127.51,180.84,12,42.3
153.78,266.45,12,47.78
120.77,180.02,12,40.43
41.98,135.61,3,57.97
130.75,187.2,12,43.24
85.58,304.83,12,32.01
107.2,16.97,0,5.32
192.91,268.44,0,10.38
41.72,166.65,12,22.13
161.31,230.91,12,48.99
102.13,268.76,1,9.37
94.86,392.47,0,4.5
61.51,25.81,12,26.24
32.7,320.64,12,21.78
29.11,208.03,1,2.51
186.34,372.33,12,51.34
62.56,46.83,1,3.43
56.34,376.09,3,68.94
71.57,398.65,1,5.28
172.77,242.5,1,22.1
55.47,259.71,12,23.57
57.04,49.2,0,2.27
88.03,359.42,0,4.75
67.81,150.13,0,2.39
54.94,69.28,1,3.58
79.01,136.87,12,28.99
80.94,150.91,1,5.88
180.13,356.83,1,22.44
104.84,291.74,0,5.06
41.55,265.99,0,2.02
101.69,286.39,3,91.51
46.01,376.18,1,2.33
68.07,110.95,1,4.96
88.99,325.83,3,83.88
105.1,174.45,1,10.38
162.79,86.7,1,21.11
94.95,345.53,12,33.77
43.91,165.03,12,22.04
193.0,318.94,12,50.76
186.26,276.83,12,50.77
136.36,289.38,0,7.68
96.0,289.91,12,33.78
188.27,374.96,1,22.8
62.56,293.21,12,26.57
136.36,9.4,12,44.52
86.11,61.75,3,86.07
103.09,332.09,1,10.36
36.82,370.75,12,22.59
131.8,205.97,0,6.8
67.55,18.18,1,4.54
79.19,299.3,1,6.4
48.81,342.44,12,24.02
129.09,263.96,12,42.85
129.44,393.08,12,42.63
84.27,159.14,3,86.69
30.78,56.37,1,2.02
108.69,359.19,12,37.49
163.23,197.03,0,8.67
84.53,351.97,12,31.6
147.12,331.55,3,116.3
37.43,284.1,0,1.78
160.69,321.52,0,8.7
169.27,322.94,12,49.12
77.88,0.05,0,3.35
163.32,92.78,3,131.72
75.34,379.81,1,4.64
160.43,220.09,3,129.03
83.39,64.27,3,85.71
69.38,376.19,12,26.74
192.56,326.6,12,50.13
180.04,281.56,12,49.64
63.87,325.12,1,3.8
171.2,94.99,0,9.67
30.78,80.55,0,0.86
174.61,260.08,3,140.66
182.14,33.92,1,22.6
99.76,82.06,1,9.88
71.14,382.98,0,3.33
171.37,347.22,3,138.59
143.62,88.26,12,45.2
117.1,83.24,12,40.14
63.17,29.11,3,75.11
71.66,222.17,3,73.84
183.63,106.02,1,23.94
60.37,270.85,0,3.09
123.14,382.26,3,101.78
123.66,163.38,3,98.06
42.42,23.47,12,22.72
77.88,385.99,12,30.45
98.62,265.41,1,9.34
185.21,391.99,1,23.66
147.65,37.97,0,8.29
49.25,259.99,3,63.11
46.36,342.28,0,2.49
158.42,194.35,3,125.67
80.68,386.42,0,3.76
46.89,117.78,3,59.61
38.74,304.65,3,55.59
166.82,269.11,0,8.75
135.31,107.6,3,108.54
127.43,246.77,1,15.18
131.98,33.42,0,7.54
190.02,71.17,12,50.64
180.3,314.76,1,22.4
180.74,336.35,1,22.47
91.53,58.92,0,4.58
38.31,284.81,0,1.76
176.54,387.23,0,9.34
178.99,219.18,1,23.29
70.96,187.48,3,72.29
162.71,395.78,0,9.02
186.61,48.6,1,24.09
191.86,383.23,3,156.72
182.58,382.6,1,23.97
95.39,208.58,0,4.61
182.84,52.79,12,50.27
41.81,371.08,12,22.83
45.31,230.76,1,2.72
55.03,173.54,1,3.21
30.34,2.53,12,21.2
48.37,25.81,12,23.64
41.37,306.43,0,1.76
145.55,283.51,12,45.52
175.49,104.42,0,9.51
189.14,216.89,3,159.94
93.2,256.46,3,89.43
72.27,381.62,3,78.25
174.26,42.27,1,22.0
35.16,321.47,3,51.27
67.46,392.39,0,3.21
64.39,310.86,3,72.36
93.46,176.78,12,33.36
155.7,29.28,3,124.07
128.74,374.89,1,15.55
43.12,265.4,1,2.85
167.87,84.15,12,48.75
121.39,387.64,1,12.11
125.59,346.92,3,98.73
186.34,163.1,0,9.51
187.92,244.73,0,9.73
189.49,226.01,1,23.36
191.77,80.99,1,24.24
188.44,65.93,1,24.22
90.22,312.53,0,4.21
189.93,29.51,12,50.33
189.76,254.52,3,155.29
190.46,300.96,0,10.25
103.35,350.35,0,6.35
108.52,167.51,3,94.56
190.98,58.57,0,10.47
68.68,259.57,12,27.17
101.78,263.57,1,9.67
30.87,320.88,3,49.4
133.99,116.83,12,44.53
199.74,133.76,0,9.59
96.87,91.47,0,4.99
116.66,340.7,12,40.08
139.94,326.92,3,111.88
111.06,326.85,0,5.79
179.08,47.96,0,9.78
58.27,324.03,12,26.09
192.47,301.24,12,50.19
93.37,217.09,3,85.62
93.63,341.51,0,4.38
195.36,176.08,1,24.59
33.84,194.51,12,21.84
156.58,12.01,0,8.65
87.33,65.83,12,31.88
199.91,22.82,3,167.59
84.0,164.16,3,80.23
69.03,325.52,3,76.02
113.07,362.43,0,5.99
89.43,156.98,1,7.85
112.37,380.09,1,11.44
35.33,354.91,12,21.15
181.0,184.59,1,22.1
187.57,10.05,12,51.24
46.97,154.04,3,64.05
142.4,185.05,1,17.92
162.53,67.21,1,20.23
46.19,365.95,1,2.98
49.34,280.79,1,2.91
109.65,224.83,0,5.44
134.69,46.88,0,7.62
138.11,227.02,3,109.42
55.38,144.77,0,2.1
25.0,149.82,3,42.99
191.25,313.52,3,158.65
72.97,208.12,1,5.66
112.54,74.05,1,12.46
125.85,278.99,1,14.16
188.53,52.69,3,154.35
117.01,211.57,1,12.87
60.81,36.51,1,4.37
81.82,199.38,3,83.21
37.43,198.9,1,1.54
25.44,62.4,1,1.7
116.75,348.04,1,13.35
103.53,112.99,0,5.71
86.28,213.04,3,83.27
46.1,13.87,0,2.17
164.72,109.66,3,133.96
73.41,224.38,1,5.65
154.74,217.8,1,20.88
50.39,12.2,3,64.79
68.6,298.73,12,26.68
62.91,195.92,12,26.92
76.21,249.91,0,3.25
199.04,96.9,12,50.41
189.06,146.12,12,50.58
118.41,44.19,1,13.54
158.68,122.92,3,129.77
138.28,43.06,12,44.84
87.24,238.26,3,84.66
82.95,242.31,3,82.39
60.02,41.25,1,3.22
106.24,333.71,12,36.48
187.04,358.32,12,50.69
117.62,191.95,3,98.73
63.52,33.94,3,72.8
174.35,295.63,0,9.34
58.62,127.55,0,2.52
38.31,57.96,3,52.88
102.04,92.43,3,97.71
129.0,331.42,0,7.2
64.22,150.5,1,4.24
76.13,92.83,12,29.36
64.74,44.48,3,71.61
31.04,155.61,12,20.81
186.87,258.32,1,23.7
34.1,317.3,0,1.3
88.03,264.58,12,31.62
141.87,299.99,0,7.36
45.05,61.15,12,22.19
88.99,325.83,1,7.17
132.68,233.56,12,43.24
185.03,319.49,3,152.83
30.34,205.0,0,1.54
49.34,360.1,12,24.35
130.49,308.16,1,15.46
47.94,56.03,1,1.19
114.47,369.76,1,12.14
116.4,264.95,12,40.09
167.43,214.33,3,138.0
93.9,32.06,12,33.81
189.06,16.77,0,9.78
76.21,41.71,12,29.11
187.22,375.39,0,9.62
41.9,224.18,0,1.45
192.82,50.44,12,51.59
93.81,233.36,3,90.2
148.0,390.7,12,46.47
141.08,46.37,12,45.85
148.61,198.02,12,46.25
126.03,131.67,12,43.06
67.28,59.52,0,2.71
48.46,143.8,1,2.61
171.72,32.37,1,22.45
57.65,171.97,0,2.61
118.15,168.54,1,12.72
139.24,348.39,3,108.46
153.25,282.06,0,8.05
160.87,327.68,3,127.11
61.33,66.13,12,26.06
97.75,264.97,0,4.52
129.53,18.3,3,100.07
53.1,285.84,3,67.8
129.44,248.37,3,103.84
49.34,280.79,3,64.53
173.74,376.37,12,49.42
164.46,231.73,0,8.61
150.1,347.17,3,117.55
118.93,7.15,1,12.42
176.89,311.1,12,50.21
75.86,355.46,0,3.53
137.14,73.38,0,7.47
191.68,24.12,12,51.09
54.41,182.49,0,2.47
50.39,64.09,12,23.4
158.42,194.35,1,20.22
42.51,398.79,12,22.37
124.97,271.21,3,99.69
188.01,70.97,1,24.0
185.21,208.12,12,50.35
191.68,337.68,0,10.55
34.28,120.19,12,21.11
131.54,383.73,12,43.36
115.26,238.51,3,93.55
39.18,253.41,1,3.0
37.87,201.07,1,1.71
196.76,335.92,3,165.8
174.96,249.08,0,8.88
156.58,136.5,3,124.57
89.69,150.78,3,88.26
181.35,254.67,3,148.73
177.5,383.76,12,50.62
121.47,365.82,0,6.91
81.2,84.58,1,6.44
26.31,73.36,1,1.58
117.18,114.98,0,5.89
125.15,106.81,3,99.76
73.5,219.81,12,28.32
153.25,19.28,3,122.43
122.79,350.98,3,99.18
115.35,92.0,3,97.71
47.59,228.02,3,63.67
102.65,95.27,1,9.56
166.65,328.79,12,48.69
81.55,237.44,3,76.28
83.13,243.1,0,3.99
55.38,18.12,3,64.98
104.14,168.57,3,93.71
59.84,258.33,0,2.63
148.35,347.31,3,116.31
77.88,48.25,3,80.44
98.1,98.61,12,34.81
199.3,63.56,3,168.81
190.81,222.03,3,158.63
124.71,236.96,1,14.59
148.61,107.9,1,19.44
50.3,236.33,1,2.62
90.4,64.99,12,32.82
145.37,348.3,1,18.43
60.37,128.02,1,3.84
39.79,236.36,3,54.1
118.5,141.85,3,96.98
67.46,360.46,1,4.14
66.58,397.19,3,73.13
47.94,146.52,12,23.68
193.52,10.31,0,10.01
191.86,185.23,12,51.05
175.93,276.86,3,142.05
146.34,309.39,1,19.39
117.18,319.51,3,98.02
140.56,98.84,3,111.31
26.84,224.07,0,1.61
116.83,8.51,1,13.32
122.96,51.81,1,14.41
133.12,29.29,12,43.38
150.8,238.74,0,7.93
196.41,20.25,0,10.5
166.3,13.51,12,49.21
149.05,261.74,0,8.27
196.06,92.59,0,9.98
69.38,329.01,1,4.64
74.2,20.09,0,3.04
72.71,267.79,12,29.12
181.62,207.36,1,23.58
109.39,115.48,3,94.83
35.86,91.17,1,2.57
144.85,95.02,1,17.99
155.44,297.43,12,47.11
47.32,222.72,1,2.54
63.17,64.18,12,26.21
154.91,129.83,1,20.14
57.04,384.48,3,69.11
126.11,259.73,0,6.24
181.97,0.91,12,50.61
75.43,391.59,0,3.83
76.13,253.36,3,78.99
114.73,189.54,12,38.38
48.99,380.21,0,1.78
110.01,374.73,3,93.84
66.23,387.95,1,3.57
165.25,74.11,0,9.7
32.44,130.07,1,1.88
137.23,341.99,0,6.82
149.75,386.05,1,18.46
164.37,51.36,3,133.24
69.03,382.42,0,2.85
31.13,159.73,12,20.6
126.46,11.7,3,100.4
160.34,0.33,12,48.12
188.62,28.04,0,10.29
118.5,100.36,0,6.28
135.22,232.79,1,16.4
72.8,45.42,1,5.74
54.76,370.61,12,24.54
47.06,381.92,12,23.46
25.88,9.82,12,19.49
148.87,374.64,1,19.73
134.52,192.61,3,108.52
130.67,178.36,1,15.15
31.92,170.57,12,21.26
122.35,285.62,0,6.39
172.42,53.01,3,138.07
80.07,155.06,0,3.52
157.98,370.81,3,129.69
98.71,367.37,0,5.31
166.03,57.2,0,9.16
170.06,204.23,0,8.69
117.71,251.0,3,96.93
128.04,42.79,1,14.88
113.51,395.07,3,96.72
120.95,390.8,0,6.7
32.53,331.03,12,21.4
100.55,176.31,1,10.21
96.96,253.75,0,4.73
180.3,314.76,3,146.82
196.15,347.36,0,9.98
60.02,41.25,3,67.02
143.88,110.73,3,110.64
39.62,50.51,0,1.41
118.67,222.97,12,40.49
135.22,290.74,12,44.44
78.75,88.91,12,29.68
85.58,203.04,3,81.76
58.53,350.99,1,3.59
27.89,152.88,12,20.61
92.32,328.5,3,91.32
76.04,131.5,3,83.12
113.94,72.23,1,11.72
121.3,37.05,0,6.19
191.51,304.4,3,161.85
148.61,107.9,3,117.91
106.85,66.93,0,5.86
117.36,387.41,0,5.88
176.19,36.94,0,9.89
179.43,60.02,3,146.94
182.49,4.84,1,23.02
91.27,90.56,12,33.17
168.66,336.81,1,22.22
166.38,267.79,3,140.77
56.87,230.88,0,2.24
105.1,174.45,3,94.19
65.8,114.28,3,74.44
103.44,117.26,1,9.82
127.69,103.92,3,101.81
176.98,179.91,1,21.89
159.55,142.13,0,8.55
182.05,16.67,1,23.07
37.52,120.35,1,2.44
67.37,233.73,1,4.47
74.37,140.24,3,80.08
44.52,15.31,12,22.81
198.6,193.19,1,25.18
130.05,303.31,3,103.89
188.71,327.11,1,23.13
109.13,138.14,0,5.39
36.64,135.05,3,53.66
155.97,345.2,0,8.85
125.24,33.06,12,42.34
192.73,220.04,12,50.66
114.21,13.58,1,12.31
95.21,230.52,1,8.58
83.3,54.64,0,4.12
58.53,172.39,0,2.49
129.53,141.77,0,6.5
194.13,249.1,0,10.39
189.23,236.14,3,156.11
86.98,69.65,12,31.84
133.55,347.45,3,105.4
36.47,5.04,0,1.71
52.66,119.25,12,24.37
198.69,173.08,12,51.81
143.71,71.86,12,46.26
141.87,260.13,3,111.47
30.17,48.24,12,20.82
159.47,72.46,3,128.49
104.58,151.88,1,11.22
62.29,176.61,1,3.79
112.89,322.62,3,97.52
150.01,334.97,12,47.68
132.5,42.14,0,7.4
135.57,182.09,3,105.77
183.63,368.95,12,50.64
35.68,127.2,3,54.63
114.73,189.69,1,12.42
127.69,353.22,12,42.17
76.56,60.76,3,77.16
48.99,204.54,3,62.11
132.42,109.69,3,105.05
144.41,293.25,1,18.94
197.72,207.23,1,24.75
128.39,244.95,12,42.79
144.32,252.62,3,111.97
45.66,112.31,3,56.96
160.69,380.56,3,128.49
67.63,345.51,12,27.06
153.34,182.07,0,8.33
122.26,89.78,3,99.56
85.14,165.46,0,3.52
101.95,88.79,3,95.0
116.31,250.36,1,12.51
89.96,78.33,0,4.3
179.69,190.41,1,22.62
49.42,318.32,3,63.7
169.18,330.43,3,139.16
159.9,42.75,1,21.46
87.68,332.25,1,7.53
123.4,293.09,0,6.51
195.8,88.24,3,166.32
147.91,299.27,0,8.27
135.39,319.02,1,16.5
55.9,65.17,3,67.75
80.85,380.31,0,3.4
65.1,22.52,3,71.74
174.79,18.22,12,49.89
49.95,14.38,1,1.92
57.74,269.19,0,2.8
25.26,331.56,12,19.54
87.16,304.09,3,85.23
195.54,195.66,12,50.3
172.07,205.53,12,50.33
57.83,127.59,1,3.39
86.81,128.94,1,6.71
175.58,56.9,3,144.6
178.2,180.34,12,49.3
92.5,345.63,12,33.64
41.46,211.86,3,55.45
51.96,318.07,3,67.12
118.41,134.44,12,40.54
131.72,109.3,1,16.77
164.81,198.19,12,47.75
76.21,96.06,1,5.99
182.58,84.75,12,50.15
177.76,84.98,0,9.58
41.63,37.24,3,56.41
153.16,399.77,3,120.0
29.81,267.61,0,1.33
196.94,228.75,1,24.85
154.48,228.79,12,47.91
88.91,156.51,12,32.64
113.59,122.71,0,5.49
76.13,253.36,1,5.95
167.17,70.12,3,138.92
158.24,140.65,1,20.28
69.47,338.79,0,2.65
45.49,24.48,12,23.21
185.99,89.85,1,23.28
84.27,23.24,0,3.45
71.75,307.59,3,75.01
52.23,31.38,3,68.36
197.9,101.97,12,51.3
54.85,37.43,12,25.2
122.44,166.15,12,41.31
173.3,227.95,12,49.1
64.74,270.02,12,26.59
123.4,270.32,12,41.19
177.59,4.41,3,147.91
154.48,174.23,3,121.6
58.18,112.74,3,67.64
145.72,279.58,0,7.79
26.84,55.8,1,1.77
99.41,26.83,1,8.81
66.93,209.24,1,5.36
136.09,116.67,1,17.23
70.35,394.91,3,75.78
196.06,399.34,1,24.18
187.13,245.12,0,10.34
39.09,252.92,1,2.81
189.93,354.47,0,10.0
92.76,318.92,3,89.19
104.84,241.01,12,36.47
79.28,315.57,0,3.83
96.87,1.85,1,9.47
114.38,173.11,0,5.79
96.0,335.56,3,88.88
187.57,184.22,3,155.07
115.52,30.78,3,96.0
88.73,80.65,1,7.35
150.89,80.74,1,19.84
158.94,111.35,0,9.21
36.91,396.24,12,21.91
122.09,245.32,0,5.9
195.54,131.28,3,165.79
28.24,39.07,1,0.96
46.97,372.61,12,23.72
190.28,339.65,12,50.04
135.66,4.65,3,108.01
186.08,148.87,3,153.82
105.72,357.82,3,94.09
100.38,302.51,12,36.23
50.21,114.62,3,65.67
36.38,166.96,3,49.37
72.19,51.66,1,5.1
108.95,295.21,1,11.25
186.43,377.23,3,154.75
90.4,217.42,1,7.48
119.81,235.03,0,5.97
95.12,363.16,0,5.43
181.62,392.23,0,10.17
62.38,147.76,12,27.21
115.17,79.6,0,5.24
61.51,15.6,0,2.75
187.92,31.64,12,50.8
140.38,321.8,0,8.01
113.16,339.68,3,97.48
139.59,239.57,12,44.5
121.21,140.05,1,13.7
95.91,7.24,12,33.93
158.85,215.66,1,19.9
182.05,12.98,0,9.79
28.94,15.04,12,20.89
163.84,278.06,1,21.08
166.82,186.08,1,21.37
27.45,102.61,0,1.6
74.37,161.15,0,3.06
99.59,83.96,1,8.82
176.36,161.91,12,49.96
81.38,47.9,3,81.08
147.74,71.14,12,46.93
105.63,194.97,1,9.83
111.14,291.28,3,95.56
71.84,12.2,12,27.88
79.89,46.35,12,29.42
169.53,121.25,3,138.19
156.58,0.2,12,48.22
100.29,346.71,0,4.81
121.21,140.05,3,99.48
139.77,357.93,1,17.78
45.05,252.46,1,3.02
171.72,69.4,0,9.41
154.65,48.08,1,19.82
195.27,206.91,1,24.2
123.57,34.79,1,14.16
140.21,331.74,12,45.31
194.22,241.4,3,162.01
94.33,202.36,3,89.37
128.48,385.23,12,43.51
40.93,369.88,1,1.97
113.07,276.91,1,12.31
141.43,248.19,0,8.01
48.2,252.52,0,2.43
55.29,254.04,3,64.85
158.07,24.11,1,20.98
37.34,216.32,0,1.75
138.89,374.48,3,111.99
164.98,357.68,3,131.53
72.54,369.55,12,28.52
165.95,352.03,1,21.08
74.37,258.23,12,29.72
150.19,295.47,12,47.64
170.67,396.86,3,141.27
167.7,302.47,1,21.65
184.68,257.56,3,153.02
130.75,109.45,3,101.34
127.43,246.77,3,103.26
102.91,159.67,12,36.44
29.99,78.39,3,45.97
153.95,279.86,0,8.17
197.55,394.99,12,50.46
