Concentration,Temperature,Dose (mol%),Response
185.86,147.35,7,68.96
267.76,78.91,7,50.46
199.2,43.01,7,47.61
79,168.28,7,67.77
8.1,162.88,7,69.21
306.36,27.14,7,54.49
331.87,202.84,7,59.23
392.11,147.69,7,70.05
148.42,246.29,7,63.61
180.58,86.79,7,52.25
352.98,203.29,7,59.08
276.44,101.09,7,57.26
122.87,208.58,7,58.95
280.83,141.72,7,69.86
48.16,212.63,7,58.1
120.24,197.66,7,60.71
370.41,134.97,7,67.62
112.61,236.49,7,59
187.63,57.19,7,45.94
67.07,116.73,7,62.96
207.62,208.69,7,58.84
91.08,50.66,7,46.7
362.64,28.26,7,53.01
225.88,224.34,7,57.13
314.93,74.52,7,48.58
149.24,243.7,7,62.19
16.34,184.6,7,64.12
350.07,51.11,7,46.37
15.1,29.5,7,53.11
250.85,111.33,7,60.19
304.37,144.65,7,70.65
189.81,185.73,7,63.39
357.91,78.13,7,50.09
384.35,215.9,7,56.8
38.91,245.84,7,63.16
16.47,104.35,7,59.39
160.51,232.44,7,58.71
234.72,97.26,7,55.86
356.26,218.15,7,56.57
244.66,165.47,7,68.99
294.28,158.72,7,69.98
359.6,187.64,7,62.92
257.07,201.94,7,59.36
26.35,211.84,7,58.3
309.36,174.7,7,66.85
377.65,230.19,7,59.02
199.56,117.07,7,62.71
76.28,43.35,7,47.49
236.6,134.63,7,67.47
15.54,161.87,7,69.23
139.75,119.43,7,64.5
316.48,214.77,7,57.9
302.11,125.74,7,66.3
331.04,129.79,7,67.37
72.44,42.45,7,47.94
337.39,231.65,7,59.05
283,225.01,7,57.52
388.99,82.63,7,50.38
181.54,156.13,7,70.38
299.32,169.07,7,67.89
181.4,212.74,7,57.4
368.17,36.93,7,49.44
13.78,191.02,7,61.96
234,190.8,7,62.71
59.65,91.3,7,52.93
130.61,248.76,7,64.72
179.74,157.03,7,69.73
350.43,31.3,7,51.85
45.52,42.33,7,47.33
246.72,70.7,7,47.96
382.56,243.13,7,61.32
385.25,48.64,7,46.62
117.26,237.96,7,59.22
252.21,154.66,7,69.53
13.56,222.09,7,57.14
281.69,26.24,7,54.75
21.91,141.16,7,69.63
157.49,231.88,7,58.66
337.97,146.34,7,69.95
319.5,76.21,7,48.88
107.02,53.81,7,46.35
376.04,177.74,7,66.57
5.15,127.88,7,66.46
286.4,220.29,7,57.77
222.77,126.08,7,65.87
346.25,209.59,7,57.21
15.84,237.28,7,59.59
160.53,95.46,7,55.98
142.51,64.17,7,45.63
346.89,219.38,7,56.98
37.12,54.83,7,46.86
254.4,213.98,7,57.42
147.8,177.06,7,65.17
261.54,190.23,7,62.48
300.05,42.22,7,47.53
188.19,78.46,7,49.76
295.31,97.37,7,56.24
399.34,247.52,7,64.15
35.21,236.61,7,59.13
144.95,87.24,7,52.25
63.13,131.48,7,67.52
301.63,80.27,7,49.92
69.23,228.95,7,58.63
230.12,160.18,7,69.09
217.8,41.77,7,48.03
15.05,225.35,7,57.45
227.79,241.56,7,61.25
292.43,70.59,7,47.76
86.08,134.4,7,68.81
315.56,236.04,7,59.39
367.07,101.2,7,58.01
237.45,182.8,7,65.26
231.12,77.45,7,49.44
396.96,180.22,7,66.2
270.59,46.27,7,47.61
240.42,157.48,7,70.33
298.02,166.15,7,68.27
133.87,93.77,7,55.02
48.25,41.43,7,48.29
354.85,111.56,7,61.66
352.56,202.73,7,58.64
279.23,137.44,7,68.41
382.15,47.51,7,46.63
247.64,213.87,7,58.2
60.5,126.41,7,66.45
277.81,56.74,7,45.46
69.68,58.32,7,45.72
40.83,230.3,7,58.01
23.16,70.36,7,47.78
250.2,39.07,7,47.64
243.53,164.23,7,68.27
86.03,48.07,7,47.78
280.63,192.93,7,61.55
107.6,121.01,7,64.25
261.36,53.03,7,46.22
169.12,190.35,7,62.92
106.4,238.63,7,59.85
316.91,236.38,7,59.31
208.56,158.15,7,68.8
342.92,217.02,7,57
145.19,188.88,7,62.99
82.17,68.56,7,46.98
187.47,229.18,7,58.67
78.19,123.15,7,65.31
87.28,208.92,7,58.4
293.62,49.99,7,46.31
234.61,97.49,7,55.58
88.49,25.11,7,55.58
391.7,37.94,7,48.62
32.75,105.59,7,58.28
336.15,240.1,7,61.13
330.91,134.07,7,68.23
282.58,215.56,7,57.07
210.73,214.21,7,56.95
134.32,244.71,7,62.05
336.42,187.08,7,63.98
18.13,186.97,7,63.57
153.25,202.61,7,59.64
86.28,173.69,7,66.67
115.13,228.61,7,58.53
123.3,74.97,7,48.2
7.26,201.15,7,60.15
350.27,156.24,7,69.84
374.94,169.75,7,68.18
14.31,234.69,7,59.03
332.49,213.64,7,57.59
76.95,220.85,7,57.12
238.21,185.62,7,63.5
176.22,101.65,7,57.35
282.64,231.54,7,58.64
41.92,169.86,7,67.41
338.83,224.67,7,57.66
159.17,221.41,7,57.14
164.69,61.02,7,46.24
225.56,98.27,7,55.45
180.9,189.78,7,62.86
356.09,194.85,7,61.61
12.51,106.83,7,59.21
327.47,183.93,7,63.48
35.47,172.67,7,67.25
0.34,136.43,7,68.55
338.61,95.91,7,55.4
39.75,96.47,7,56.65
235.14,175.38,7,66.22
355.37,185.96,7,63.07
2.51,186.86,7,63.76
124.86,168.85,7,68.05
171.42,244.15,7,62.6
342.25,169.52,7,67.7
9.02,196.76,7,61.53
141.5,182.69,7,64.48
349.19,202.16,7,58.73
335.98,217.25,7,57.98
135.42,180.78,7,64.28
129.76,241.22,7,61.1
232.16,238.52,7,59.89
33.36,214.99,7,58.12
121.12,233,7,58.04
75.77,116.51,7,62.75
81.44,97.94,7,56.04
120.89,140.93,7,69.51
365.13,231.99,7,58.49
172.58,87.92,7,52.69
228.71,103.68,7,58.31
82.6,90.28,7,53.31
36.79,153.2,7,69.61
362.73,170.87,7,67.88
398.93,223.89,7,57.07
66.24,161.53,7,69.26
67.62,84.32,7,50.95
310.94,146.22,7,70.19
219.4,86.12,7,51.37
95.9,162.77,7,68.77
63.73,218.93,7,56.97
94.09,111.22,7,61
68.99,244.26,7,62.65
368.42,189.33,7,63.4
229.47,79.81,7,49.82
271.45,227.83,7,57.55
91.02,36.03,7,49.02
139.4,141.83,7,69.52
235.17,88.71,7,52.47
50.75,170.65,7,67.97
289.69,110.54,7,61.01
43.34,124.16,7,65.83
25.2,209.93,7,58.85
188.74,222.99,7,57.41
357.06,195.41,7,60.1
208.37,127.31,7,66.52
249.9,207.57,7,58.45
46.22,143.86,7,70.08
91.4,48.52,7,47.33
106.1,69.46,7,47.09
221.25,116.4,7,63.02
146.02,124.95,7,65.8
1.16,70.02,7,47.91
396,113.24,7,61.92
190.62,233.57,7,58.5
99.35,168.06,7,68.14
349.8,142.73,7,68.87
397.29,97.6,7,56.44
287.53,237.62,7,59.73
272.17,94.22,7,55.01
186.96,228.39,7,57.77
248.26,135.08,7,67.5
395.57,206.78,7,58.82
217.63,108.63,7,60.03
240.61,103.9,7,58.04
48.13,36.37,7,49.67
60.34,117.52,7,62.7
135.8,227.15,7,57.79
62.65,209.82,7,58.49
124.83,71.04,7,48.59
9.68,81.84,7,50.63
259.39,147.57,7,69.53
4.17,145.89,7,69.32
130.48,131.59,7,67.28
183.96,114.71,7,61.64
35.19,47.85,7,47.23
76.49,40.42,7,47.65
133.34,145.32,7,68.61
244.47,29.84,7,51.76
141.93,141.5,7,68.71
134.01,51.23,7,46.93
310.92,198.67,7,60.81
358.23,232.22,7,58.65
95.78,67.88,7,48.01
190.6,57.75,7,46.06
109.76,72.39,7,48.13
23.99,221.19,7,57.85
299.96,69.35,7,47.3
238.1,91.97,7,54.73
290.29,201.38,7,59.53
174.31,159.17,7,70.04
240.24,149.6,7,70.84
188.24,196.65,7,60.85
223.45,98.16,7,56.78
222.15,158.04,7,69.86
97.55,182.24,7,64.66
143.96,83.87,7,51.37
353.99,32.54,7,51.51
324.7,26.91,7,54.06
273.78,161.19,7,69.13
138.16,146.79,7,70.85
354.26,80.72,7,50.01
223.04,68,7,48.18
334.07,46.39,7,46.61
65.82,112.91,7,62.02
369.21,49.65,7,46.13
121.59,116.06,7,62.8
6.28,148.14,7,70
254.03,125.85,7,66.29
75.53,63.27,7,47.12
250.89,229.51,7,57.7
139.13,107.95,7,59.87
50.92,226.81,7,57.54
177.12,58.54,7,46.38
357.27,224.22,7,56.81
171.39,141.38,7,71.12
195.17,171.89,7,66.76
75.91,227.04,7,56.51
205.89,195.52,7,61.27
270.8,76.55,7,49
131.9,249.1,7,63.54
340.91,118.76,7,63.42
28.81,55.62,7,45.77
238.71,139.02,7,69.38
20.7,47.96,7,46.92
153.22,43.46,7,47.44
163.94,207.79,7,58.5
92.96,109.08,7,60.25
246.47,70.47,7,47.43
263.54,106.04,7,58.38
251.44,197.21,7,61.11
85.55,237.73,7,59.93
79.46,232.1,7,57.98
214.8,155.45,7,69.69
65.01,88.93,7,52.72
80.13,187.42,7,63.18
323.95,141.95,7,69.47
122.49,142.4,7,69.9
123.83,187.19,7,63.82
31.44,208.47,7,58.95
74.39,152.64,7,69.54
62.89,48.41,7,46.58
13.87,29.16,7,52.49
337.33,114.26,7,61.07
48.14,82.52,7,51.06
147.63,191.7,7,61.67
35.88,194.73,7,61.15
62.93,246.17,7,64.24
186.17,184.83,7,64.22
31.58,35.58,7,48.26
52.43,181.79,7,65.07
101.8,127.99,7,66.5
317.05,88.82,7,53.01
265.01,182.47,7,63.99
79.26,114.37,7,62.99
340.42,52.46,7,45.73
358.85,26.8,7,52.83
190.89,60.79,7,45.67
232.68,92.87,7,53.47
45.87,68.9,7,46.83
177.32,174.36,7,66.3
47.42,44.02,7,46.77
136.07,121.57,7,65.6
133.03,27.59,7,53.95
102.68,98.05,7,55.92
392.5,237.39,7,60.87
97.54,198.11,7,60.08
346.46,158.27,7,69.58
367.85,202.05,7,59.97
203.75,120.56,7,64.31
26.66,170.99,7,67.64
28.14,209.03,7,58.78
289.18,88.59,7,52.67
191.94,244.03,7,62.29
77.37,104.24,7,58.64
145.71,134.74,7,68.28
253.57,46.61,7,47
88.3,233.34,7,57.9
263.06,136.77,7,68.31
273.81,105.7,7,59.55
184.74,197.1,7,60.23
269.65,221.97,7,57.21
33.47,82.74,7,50.39
53.99,148.81,7,70.86
146.94,78.69,7,49.97
379.95,208.35,7,58.21
275.79,123.37,7,65.37
11.59,111.11,7,61.12
389.66,53.7,7,46.61
113.5,27.7,7,53.79
201.15,178.86,7,65.64
46.81,77,7,48.55
72.1,161.64,7,69.83
384.83,56.4,7,46.27
308.75,134.52,7,68.46
192.5,165.13,7,69.25
157.17,68.67,7,47.71
215.25,117.63,7,62.94
75.87,190.12,7,62.56
394.09,198.9,7,59.58
389.71,63.94,7,46.12
291.16,113.58,7,61.94
377.81,178.3,7,65.32
72.41,219.72,7,57.67
286.14,39.97,7,47.95
395.34,219.95,7,57.81
75.74,125.06,7,66.35
115.35,154.78,7,70.09
374.09,185.51,7,63.81
29.5,35.13,7,49.52
279.81,195.19,7,61.45
288.82,62.48,7,46.56
318.88,167.72,7,67.88
388.59,77.79,7,49.54
387.68,38.96,7,48.65
263.25,214.43,7,56.67
45.97,144.53,7,70.61
158.93,224.11,7,57.38
232.38,151.63,7,69.84
336.15,155.57,7,70.03
112.04,174.02,7,66.51
35.98,123.82,7,65.26
195.45,192.6,7,61.91
209.29,155.12,7,70.23
152.86,234.35,2,50.56
306.22,64.73,2,46.45
292.59,175.04,2,57.74
149.25,126.86,2,55.08
47.46,170.09,2,56.91
145.02,168.28,2,58.18
141.97,130.58,2,56.3
156.7,219.83,2,51.03
296.36,32.32,2,46.78
72.71,173.91,2,57.46
0.05,31.3,2,45.66
212.63,170.42,2,57.91
335.67,150.84,2,61.93
373.08,90.73,2,46.97
326.71,67.1,2,47.64
88.83,55.95,2,46.64
387.23,108.97,2,49.78
147.11,39.41,2,46.24
247.67,210.27,2,51.5
49.31,233.45,2,50.07
33.42,100.86,2,46.56
217.74,212.29,2,52.16
72.31,247.97,2,49.39
60.82,146.9,2,62.11
362.82,241.33,2,49.81
200.16,36.14,2,46.03
36.94,157.7,2,59.91
390.14,133.5,2,57.01
355.65,114.14,2,51.38
241.4,28.26,2,45.9
265.69,95.69,2,46.97
352.39,131.25,2,57.3
108.32,89.38,2,47.02
66.94,127.09,2,55.5
317.04,146.56,2,60.79
116.02,75.65,2,46.64
340.46,206.1,2,51.63
373.5,170.2,2,58.15
0.26,146.34,2,61.65
377.48,53.59,2,45.62
285.28,38.96,2,46.48
193.52,241.9,2,50.18
76.04,53.25,2,46.84
217.7,90.85,2,47
366.91,201.49,2,51.16
105.85,117.75,2,52.1
387.41,82.07,2,46.33
238.74,125.06,2,55.07
337.08,32.88,2,46.29
216.12,205.99,2,51.92
276.94,197.44,2,52.67
237.42,52.8,2,46.04
211.98,188.21,2,54.51
58.92,48.86,2,46.8
276.35,127.31,2,56.28
321.2,220.96,2,51.08
237.94,165.02,2,58.67
164.91,215.9,2,50.86
60.19,158.04,2,60.85
121.58,65.63,2,47.31
96.21,190.8,2,53.85
96.61,101.31,2,47.86
38.66,207.45,2,50.98
16.02,147.57,2,61.17
235.2,248.65,2,50.31
336.87,232.89,2,50.25
51.87,136.09,2,58.27
117.63,195.19,2,52.6
262.94,37.49,2,46.15
395.37,192.37,2,52.65
322.17,188.54,2,55.59
264.41,68.11,2,46.31
157.24,182.02,2,55.69
74.11,143.63,2,59.82
128.46,109.98,2,51.31
357.02,61.47,2,45.98
394.93,207.68,2,51.36
299.99,113.58,2,51.3
296.76,66.42,2,46.6
176.73,229.74,2,50.32
108.16,32.77,2,45.78
322.67,121.46,2,53.67
108.26,191.92,2,53.42
69.86,200.03,2,52.18
132.54,215.33,2,51.15
268.95,190.91,2,53.43
319.91,227.38,2,51.44
377.78,78.8,2,48.26
11.67,56.63,2,46.75
74.66,210.38,2,52.08
118.37,200.14,2,52.45
135.23,219.61,2,52.13
283.09,48.64,2,46.6
142.85,58.43,2,46.6
190.04,237.06,2,50.5
28.46,231.32,2,50.89
157.09,98.27,2,47.54
130.72,163.78,2,60.53
373.77,194.06,2,52.78
230.24,242.35,2,50.55
71.74,128.1,2,55.73
323.61,136.77,2,57.69
4.57,73.29,2,45.76
268.44,179.2,2,56.07
78.77,51.9,2,46.78
249.85,123.94,2,54.78
305.78,94.78,2,46.54
208.58,53.81,2,47.02
116.95,93.77,2,46.89
159.61,86.23,2,45.58
309.12,111.78,2,50.25
16.1,184.72,2,55.31
78.57,142.17,2,59.42
360.96,226.36,2,51.62
27.49,110.43,2,50.48
236.26,68,2,45.51
159.15,149.15,2,61.68
187.64,134.52,2,57.03
51.15,64.62,2,46.96
142.64,205.65,2,51.3
159.12,230.42,2,51
162.72,141.61,2,58.87
81.78,149.6,2,61.35
45.32,80.6,2,47.5
240.62,69.23,2,47.51
132.79,199.01,2,51.7
122.71,77.23,2,46.64
282.96,124.72,2,54.71
326.96,159.28,2,60.3
89.72,66.2,2,46.66
332.25,238.07,2,50.42
382.69,235.82,2,50.96
155.76,108.74,2,49.88
42.36,84.54,2,46.34
85.97,115.27,2,51.63
360.97,162.66,2,59.68
299.94,247.64,2,49.71
321.67,239.42,2,50.65
48.18,216.23,2,51.44
191.41,198.79,2,51.94
244.73,172.79,2,57.72
40.72,59.44,2,47.1
255.11,212.52,2,51
164.48,122.02,2,54.38
240.36,201.26,2,51.98
61.93,84.65,2,47.11
77.55,98.61,2,48.27
139.01,166.71,2,58.63
337.46,51.23,2,46.02
295.44,38.51,2,46.58
373.89,216.01,2,51.02
354.44,131.82,2,56.67
196.44,94.45,2,47.29
24.72,157.59,2,59.99
202.38,59.55,2,46.16
151.64,40.2,2,46.98
365.82,87.36,2,47
245.46,213.31,2,51.01
329.19,90.62,2,48.01
277.37,209.59,2,51.63
287.5,100.41,2,47.75
12.46,118.87,2,52.64
340.14,37.27,2,46.13
282.5,156.02,2,61.31
9.58,245.5,2,50.29
278.87,189.78,2,53.75
160.58,219.5,2,51.4
85.88,164.79,2,58.75
24.88,48.75,2,46.88
70.86,223.89,2,50.96
9.99,151.06,2,62.34
141.71,101.43,2,48.06
104.53,244.48,2,49.33
383.92,231.88,2,50.71
322.83,71.26,2,46.05
62.73,174.02,2,57.23
248.19,113.02,2,51.1
171.38,176.39,2,55.98
304.92,123.37,2,54
339.98,210.94,2,51.66
186.68,168.85,2,58.33
77.99,113.36,2,51.55
32.04,229.63,2,50.71
265.41,159.84,2,60.14
30.79,115.83,2,51.51
81.73,105.14,2,48.27
32.63,248.99,2,50.44
216.55,211.73,2,52.1
301.55,158.94,2,60.26
293.2,162.88,2,59.36
252.1,92.76,2,47.34
3.62,55.39,2,47.13
249.1,180.78,2,56.22
83.67,51,2,46.45
198.68,30.52,2,45.19
219.54,77,2,46.34
68.28,149.37,2,61.29
130.66,121.24,2,53.09
171.58,103,2,48.21
11.14,199.57,2,51.98
39.37,235.71,2,50.42
239.07,84.2,2,45.98
313.28,44.47,2,46.43
251.37,106.04,2,48.97
134.24,71.6,2,46.79
96.79,51.68,2,46.45
164.52,190.68,2,53.8
88.18,175.26,2,56.78
57.2,144.65,2,59.52
362.44,27.59,2,45.32
388.38,223.77,2,52.13
1.53,32.09,2,45.5
17.96,57.53,2,46.12
396.53,46.16,2,45.86
252.57,103.9,2,48.7
305.48,229.18,2,50.7
226.31,152.98,2,60.79
0,64.84,2,46.52
342.61,71.82,2,47.4
295.55,165.13,2,58.36
195.4,129.68,2,55.63
248.97,47.06,2,45.85
32.46,90.17,2,47.44
309.11,152.64,2,61.35
241.74,229.06,2,51.29
221.39,242.68,2,51.61
93.99,73.74,2,47.01
173.09,36.26,2,45.44
50.22,211.17,2,51.72
118.62,69.35,2,47.18
10.08,243.13,2,50.82
200.24,49.76,2,47.49
323.97,213.53,2,51.3
170.99,193.5,2,53.9
175.94,225.8,2,51.01
308.45,63.72,2,46.28
148.59,140.6,2,59.24
91.55,124.95,2,54.78
216.12,176.95,2,56.02
37.05,87.13,2,47.41
350.94,108.63,2,49.6
18,198.45,2,53.2
163.26,85.56,2,47.31
376.68,126.98,2,54.41
33.65,181.9,2,55.44
271.13,37.94,2,46.32
75.09,118.31,2,52.35
296.91,243.02,2,50.51
278.46,115.95,2,52.41
161.28,172.45,2,57.5
232.28,138.01,2,58.75
367.3,59.33,2,46.52
238.76,148.81,2,62.14
256.69,78.91,2,47.28
217.68,185.17,2,54.55
349.63,146,2,60.55
99.35,89.16,2,46.86
370.84,94.56,2,47.17
391.29,238.52,2,51.26
245.59,167.38,2,57.82
35.72,33.78,2,46.16
219.44,240.1,2,51.51
49.17,28.6,2,46.04
23.98,198,2,52.13
335.29,141.27,2,59.7
225.57,200.81,2,50.76
15.03,64.51,2,47.26
207.18,43.35,2,45.83
269.65,47.85,2,46.83
228.35,143.52,2,60.19
2.55,178.53,2,56.89
220.21,246.29,2,50.05
161.44,80.72,2,47.01
177.64,207.79,2,52.62
250.27,246.17,2,50.2
69.76,245.84,2,50.43
329.9,93.66,2,47.24
175.06,73.62,2,46.51
231.12,192.82,2,54.71
211.86,49.54,2,46.08
237.51,242.23,2,49.7
77.37,189.89,2,54.32
325.65,95.91,2,46.1
48.16,180.44,2,55.67
27.38,171.44,2,58.21
110.47,31.64,2,46.58
315.02,58.54,2,46.85
141.89,217.47,2,51.85
356.75,33.22,2,46.89
309.26,43.23,2,46.82
322.29,168.4,2,58.93
53.83,204.3,2,52.28
322.26,186.29,2,54.45
205.78,206.44,2,52.18
27.38,91.52,2,46.65
174.65,60.57,2,46.82
208.07,30.07,2,45.71
24.58,218.48,2,51.04
202.28,231.09,2,50.87
10.08,73.06,2,46.98
335.4,90.4,2,46.66
150.93,33.55,2,46.16
270.18,240.66,2,49.98
11.46,184.15,2,54.85
56.13,112.79,2,50.93
63.49,241,2,50.12
333.83,157.03,2,60.56
270.33,173.46,2,57.21
237.14,130.47,2,56.49
143.13,28.38,2,45.74
83.02,147.8,2,61.32
151.99,206.78,2,53.33
226.64,163.33,2,60.44
107.42,134.63,2,57.17
183.33,147.01,2,61.29
239.62,82.85,2,46.48
103.44,199.46,2,52.06
136.38,201.38,2,52.2
228.64,228.73,2,50.61
210.19,202.05,2,51.24
221,29.95,2,45.33
8.37,214.77,2,51.18
258.58,43.91,2,46.13
96.16,59.1,2,46.76
269.6,136.43,2,58.03
173.61,87.47,2,46.63
83.33,241.56,2,51.37
259.73,93.32,2,46.29
96.12,207.12,2,51.5
140.21,110.21,2,50.15
20.67,74.3,2,45.81
322.04,90.51,2,47.19
50.38,195.86,2,52.32
346.44,84.32,2,46.81
132.88,63.49,2,46.64
220.95,220.4,2,50.66
265.22,66.31,2,46.56
383.12,45.82,2,46.63
220.46,150.61,2,63.08
302.05,222.42,2,51.36
283.78,185.39,2,53.94
225.63,58.77,2,46.04
231.34,239.19,2,50.62
147.34,118.65,2,52.09
383.03,86.12,2,47.54
291.58,205.09,2,51.7
170.09,64.39,2,46.68
64.58,242.46,2,50.07
355.97,194.96,2,52.44
389.23,135.08,2,56.73
183.2,44.7,2,46.68
79.6,79.25,2,45.92
229.58,183.93,2,55.44
383.05,206.22,2,51.61
158.05,38.84,2,45.48
266.59,92.42,2,47.09
328.2,226.93,2,51.03
363.21,221.41,2,51.26
241.41,180.1,2,55.68
200.61,158.38,2,60.79
40.55,79.59,2,46.02
74.45,62.26,2,46.05
363.29,113.69,2,51.07
78.33,46.84,2,46.38
214.22,96.7,2,46.99
313.5,78.01,2,45.56
353.31,217.81,2,51.71
357.64,61.24,2,46.07
2.75,159.62,2,60.07
226.03,54.94,2,47.22
136.53,198.67,2,52.04
239.43,227.94,2,50.13
40.76,32.54,2,46.6
238.09,220.51,2,50.65
137.09,204.19,2,52.05
200.11,200.93,2,52.41
268.59,79.03,2,46.66
331.38,222.65,2,51.03
161.1,240.21,2,50.71
134.98,187.08,2,54.92
271.88,189.33,2,54.06
155.69,124.84,2,54.27
152.21,72.5,2,46.51
359.17,213.42,2,52.27
157.83,188.09,2,54.39
283.51,110.99,2,50.87
386.01,83.42,2,47.15
170.45,186.07,2,55.19
8.77,94,2,46.36
307.43,197.21,2,52.63
112.13,225.58,2,50.22
234.23,211.62,2,51.03
318.67,75.99,2,46.93
133.45,107.17,2,49.25
81.05,85.11,2,46.48
326.79,133.62,2,57.81
329.45,169.52,2,57.7
230.79,220.74,2,52.03
287.33,54.38,2,46.36
235.03,85.22,2,46.83
34.04,133.95,2,57.17
380.57,52.01,2,45.96
107.8,117.18,2,52.69
166.31,102.89,2,47.33
378.84,72.27,2,47.66
140.49,147.12,2,61.35
5.54,249.89,2,49.92
386.74,66.08,2,46.35
125.55,140.03,2,59
47.48,164.57,2,58.9
297.15,91.18,2,47.3
186.52,107.84,2,49.48
313.39,223.21,2,51.44
169.33,130.92,2,56.71
125.34,32.99,2,46.88
347.36,183.37,2,56.08
64.67,54.15,2,46.78
53.53,30.74,2,45.88
231.32,47.29,2,46.33
239.78,226.25,2,51.11
41.03,98.16,2,47.9
132.63,62.37,2,46.54
123.39,177.96,2,56.5
368.31,91.75,2,47.06
167.26,181.57,2,55.35
330.37,227.6,2,51.85
149.38,172.9,2,57.43
364.24,150.05,2,62.1
57.63,138.23,2,58.92
16.77,174.25,2,56.68
153.74,72.95,2,46.16
386.12,200.36,2,52.73
13.06,170.54,2,58.31
208.58,91.41,2,46.92
114.25,245.27,2,51.76
324.06,247.41,2,50.67
300.31,152.41,2,62.32
119.75,135.87,2,57.18
205.54,69.8,2,46.54
396.79,195.07,2,52.89
218.57,74.07,2,47.47
146.27,46.61,2,46.4
90.43,186.52,2,54.84
120.42,94.11,2,48.14
115.78,193.05,2,53.48
293.09,89.83,2,46.98
93,135.98,2,58.55
332.95,186.18,2,55.19
134.88,104.46,2,47.7
172.49,166.6,2,58.33
161.72,40.87,2,46.87
193.61,177.74,2,56.65
139.53,25.23,2,46.33
46.63,162.43,2,59.67
9.6,235.37,2,50.38
70.76,207.57,2,52.16
163.76,63.16,2,46.23
16.11,224.11,2,51.31
87.49,197.89,2,52.68
167.33,79.36,2,46.83
65.08,54.83,2,45.77
148.38,67.32,2,47
81.39,108.4,2,48.88
328.95,139.02,2,58.36
201.92,74.41,2,46.63
142.81,55.5,2,45.69
23.14,45.71,2,46.16
20.8,130.69,2,55.93
227.82,52.46,2,45.77
160.75,129.79,2,56.88
158.62,75.09,2,47
107.54,92.08,2,46.76
254.55,116.96,2,52.53
140.33,168.17,2,57.82
233.25,213.64,2,52.06
111.14,79.7,2,46.41
42.14,101.54,2,47.82
391.41,71.71,2,46.25
91.47,55.73,2,46.41
92,190.57,2,53.58
335.66,230.87,2,50.77
304.06,188.66,2,54.55
392.47,53.14,2,45.74
138.14,71.49,2,47.26
89.07,180.89,2,55.97
30.72,172.11,2,57.57
7.25,105.48,2,49.19
14.41,59.89,2,46.36
335.26,129.23,2,55.49
157.28,67.88,2,46.27
35.95,201.15,2,51.81
293.78,72.84,2,47.32
239.74,235.93,2,51.22
294.61,84.88,2,46.77
173.39,109.64,2,49.4
3.35,111.11,2,49.98
337.68,177.63,2,56.2
291.59,70.92,2,46.67
219.55,206.67,2,51.64
216.36,103.11,2,48.23
348.77,220.62,2,51.65
390.8,86.68,2,47.01
233.28,130.35,2,55.6
64.09,181.34,2,55.36
5.16,205.88,2,52.58
141.93,243.25,2,50.32
144.19,191.7,2,53.47
298.98,45.49,2,45.74
312.09,243.36,2,50.42
112.65,155.57,2,59.64
338.82,44.13,2,45.81
156.98,57.87,2,46.14
245.32,88.14,2,47.88
59.7,188.88,2,54.6
126.15,236.16,2,50.27
246.84,210.83,2,51.73
337.95,120.56,2,52.9
370.48,55.62,2,46.99
32.64,199.35,2,52.74
144.56,141.38,2,59.17
31.71,221.19,2,51.73
121.17,66.76,2,46.81
199.25,212.86,2,51.76
275.45,106.15,2,47.99
73.38,107.5,2,48.4
300.7,112.46,2,50.61
6.04,83.3,2,46.83
82.83,62.59,2,46.99
130.12,120.11,2,53.28
227.19,165.81,2,59.26
56.49,143.41,2,60.27
396.61,241.45,2,50.46
29.16,26.69,2,45.74
57.14,104.58,2,49.25
237.26,126.3,2,55.07
365.22,247.75,2,50.29
117.34,201.94,2,52.07
269.91,126.64,2,55.63
141.18,77.34,2,46.59
171.87,247.52,2,50.57
58.79,47.4,2,45.73
108.65,160.74,2,59.5
111.46,143.75,2,59.79
156.84,152.3,2,61.75
263.8,180.22,2,56.87
33.09,137.33,2,57.91
328.56,106.83,2,49.22
206.51,224.34,2,51.87
55.99,239.87,2,50.48
73.78,229.96,2,50.84
350.99,88.82,2,46.35
321.58,29.84,2,45.91
253.75,55.84,2,45.92
304.23,148.36,2,61.55
183.08,36.37,2,45.94
359.35,163.56,2,58.6
376.2,218.71,2,51.12
24.82,231.2,2,51.23
166.6,37.04,2,46.25
155.49,207,2,51.34
281.82,80.94,2,46.65
228.85,247.86,2,49.6
234.77,124.16,2,53.98
88.04,110.09,2,50.27
42.16,94.67,2,47.04
12.19,149.49,2,62.15
228.11,242.8,2,49.54
153.12,116.06,2,51.37
131.29,141.72,2,58.78
315.57,33.1,2,46.09
323.36,169.41,2,58.6
190.94,168.06,2,58.69
383.25,175.15,2,57.04
144.43,189.11,2,54.82
252.91,79.14,2,46.24
222.71,145.21,2,60.33
262.7,81.95,2,46.46
41.78,164.23,2,58.88
221.89,234.47,2,51.03
246.17,248.87,2,50.26
269.24,191.13,2,53.71
164.32,235.03,2,51.12
61.56,188.77,2,53.37
70.09,60.01,2,47.02
134.11,133.28,2,57.08
184.69,70.59,2,46.92
222.82,174.7,2,57.83
113.82,210.61,2,52.87
15.57,59.78,2,46.36
218.63,50.44,2,46.37
273.73,234.02,2,50.51
156.74,104.91,2,48.58
277.98,243.7,2,50.08
72.47,180.67,2,55.56
257.58,225.91,2,50.23
271.02,41.66,2,46.48
