concentration(ppm),temperature,Dose(mol%),response
45.81,257.99,3,7.84
47.62,283.33,5,5.69
18.73,303.2,0,1.88
38.39,175.9,0,6.75
3.43,121.4,0,0.39
15.16,174.94,3,3.95
35.25,261.74,1,4.58
23.76,183.08,3,5.34
36.33,271.87,1,4.53
43.18,28.21,3,7.2
40.49,40.02,3,7.04
5.08,390.6,0,0.64
45.07,295.28,3,7.97
13.38,56.7,1,1.7
30.47,387.1,0,6.2
1.85,306.2,0,0.08
10.21,370.8,0,1.17
22.42,254.61,3,5.2
28.01,340.8,0,5.25
19.22,190.14,3,4.6
31.77,52.7,0,6.32
35.22,210.78,3,6.88
40.25,100.07,3,6.74
17.38,94.22,1,2.13
21.06,188.51,3,4.79
14.04,62.89,1,1.95
25.39,332.97,5,3.75
28.95,202.65,1,3.77
39.87,52.45,5,5.26
10.59,94.43,3,3.78
2.93,154.1,0,0.35
15.98,81.09,1,2.12
0.53,31.4,0,0.21
11.36,123.4,0,1.03
21.35,131.37,1,2.6
12.97,193.67,3,3.62
38.15,327.13,5,5.46
25.83,258.9,3,5.81
31.71,228.54,1,4.21
21.16,288.87,3,5.03
14.5,116.5,5,2.41
32.45,181.56,3,6.41
19.16,46.11,5,2.45
1.88,359.1,0,0.21
25.19,320.72,5,3.6
48.72,387.99,1,7.03
10.84,109.96,3,3.85
2.7,78.9,0,0.19
18.23,201.98,3,4.16
10.44,29.13,1,1.46
37.27,280.69,1,4.63
13.03,35.17,3,3.67
43.72,348.26,5,5.74
31.61,319.88,5,4.35
32.85,239.23,1,4.27
5.28,152.9,0,0.42
41.25,277.2,0,7.26
48.45,169.4,0,8.0
28.56,189.7,0,5.31
22.92,369.67,3,5.34
34.07,85.64,3,6.48
42.64,234.24,3,7.47
22.34,249.03,3,4.99
8.45,358.7,0,0.72
19.82,257.55,5,2.92
13.7,272.49,5,2.5
49.18,392.31,1,7.4
13.72,59.89,1,1.86
48.03,334.64,3,8.92
24.94,325.2,0,3.88
43.45,394.5,0,7.32
34.81,337.26,3,6.92
48.9,212.6,0,7.74
26.44,101.8,0,4.73
35.65,265.5,1,4.64
27.83,345.89,5,3.95
25.89,173.95,1,3.28
13.36,323.43,3,3.83
26.81,182.58,1,3.52
37.09,279.0,1,4.65
33.86,66.94,3,6.54
44.82,351.41,1,6.19
37.46,336.31,3,6.94
12.94,52.58,1,1.59
1.58,75.4,0,0.11
13.58,107.9,0,1.2
26.89,183.33,1,3.55
35.37,247.01,3,6.65
46.68,87.97,3,8.06
38.26,111.1,3,6.72
14.46,162.89,5,2.19
37.47,163.7,0,6.57
24.44,362.3,0,3.65
45.87,156.36,3,8.01
27.03,184.64,1,3.5
11.84,42.26,1,1.53
35.65,244.82,3,6.98
21.61,133.8,1,2.77
11.0,138.18,3,3.73
41.28,117.13,3,6.99
41.36,157.46,3,6.95
22.63,360.7,5,3.4
15.74,337.56,3,4.24
13.42,57.08,1,1.69
29.33,294.64,5,3.97
30.33,215.6,1,3.97
24.51,340.69,5,3.45
39.15,278.69,5,5.43
20.75,125.74,1,2.57
34.09,250.86,1,4.41
40.98,315.4,1,5.32
43.3,337.16,1,5.95
10.31,190.5,0,0.99
32.99,240.55,1,4.21
13.2,162.54,3,3.85
20.44,395.45,3,4.85
28.06,176.21,3,6.0
2.05,242.2,0,0.1
13.0,365.6,5,2.51
23.03,56.12,3,5.08
20.79,317.89,3,4.9
38.92,237.05,3,6.86
32.87,145.3,0,6.37
10.78,190.06,5,2.18
31.33,128.92,3,6.27
49.23,146.08,3,9.05
13.96,245.4,0,1.21
43.64,390.85,5,5.67
30.59,335.84,5,4.16
19.12,203.3,3,4.38
29.63,314.09,5,4.14
32.63,237.17,1,4.31
31.61,65.39,3,6.22
28.59,315.9,0,5.46
29.77,250.72,3,6.36
38.62,291.64,3,7.04
34.02,161.11,3,6.48
37.94,48.12,3,6.87
24.29,158.94,1,3.14
28.1,51.15,3,5.94
39.61,302.64,1,5.03
47.1,372.8,1,6.87
39.79,304.33,1,5.11
11.16,35.88,1,1.56
15.76,286.7,0,1.59
11.14,35.69,1,1.49
21.71,371.9,0,2.5
34.84,140.2,0,6.53
31.46,64.46,3,6.32
17.41,97.8,0,1.61
16.59,83.71,3,4.0
19.8,116.92,1,2.48
8.38,331.1,0,0.91
16.56,152.4,0,1.7
36.9,153.36,3,6.9
46.32,322.4,0,7.5
41.05,265.81,3,7.15
10.39,170.36,3,3.68
24.61,161.94,1,3.21
33.77,390.4,0,6.23
46.4,168.23,5,5.35
3.35,346.7,0,0.46
24.56,293.4,3,5.75
6.55,363.9,0,0.62
11.65,284.11,3,3.87
13.66,59.33,1,1.85
12.96,44.3,5,2.18
31.97,337.9,0,6.35
35.39,263.06,1,4.66
47.0,267.18,5,5.61
40.65,183.17,3,7.09
34.79,257.43,1,4.64
30.71,59.25,3,6.37
34.67,36.68,5,4.75
8.93,228.3,0,0.77
17.98,50.16,3,4.28
38.32,163.91,3,6.73
42.64,155.34,5,5.32
28.89,190.94,3,6.3
43.67,133.2,0,7.47
22.61,143.18,1,2.72
24.37,159.69,1,3.12
11.2,36.26,1,1.48
26.85,91.76,5,3.38
27.75,114.32,5,3.6
43.57,168.6,0,7.34
39.3,322.28,3,7.08
47.12,58.3,0,7.54
9.45,353.9,0,1.01
20.43,122.74,1,2.62
19.67,193.78,3,4.37
21.24,151.9,0,2.46
25.66,270.2,0,4.23
20.78,131.39,3,4.69
22.54,266.0,0,2.91
44.1,344.66,1,6.07
22.78,261.05,3,5.36
12.58,346.0,0,1.14
20.09,281.77,5,2.76
28.49,198.34,1,3.89
20.8,167.99,3,4.63
30.77,49.51,5,3.99
21.12,326.53,3,4.76
48.64,235.56,5,5.6
42.32,296.12,3,7.4
13.6,58.77,1,1.86
13.44,57.27,1,1.77
26.47,344.92,3,5.84
26.34,143.4,3,5.96
38.17,289.13,1,4.79
38.87,295.7,1,4.76
31.72,343.9,0,6.0
16.58,254.2,0,1.79
24.55,161.38,1,3.22
5.83,158.9,0,0.39
29.97,212.22,1,3.94
13.83,325.29,3,3.84
24.69,48.0,0,3.94
49.56,278.9,3,9.27
4.5,115.0,0,0.58
46.0,114.9,0,7.52
27.47,188.77,1,3.55
44.64,349.72,1,6.12
32.1,169.03,3,6.66
36.34,99.01,3,6.82
41.97,163.12,3,7.15
16.03,97.34,3,3.87
39.09,297.76,1,4.97
46.68,368.86,1,6.7
39.17,222.4,0,6.77
46.42,102.13,5,5.37
44.93,240.69,3,7.87
15.63,286.52,3,4.14
47.02,70.3,0,7.57
26.27,344.38,3,5.93
49.07,145.94,3,9.16
18.76,195.65,3,4.36
7.93,284.9,0,0.78
42.67,283.5,0,7.35
47.95,103.64,3,8.51
0.85,92.3,0,0.17
41.48,348.55,5,5.47
43.46,350.52,5,5.59
23.35,375.17,3,5.38
11.36,340.07,3,4.05
42.25,189.06,3,7.06
32.09,232.1,1,4.32
32.47,235.67,1,4.13
45.7,359.67,1,6.43
31.07,80.61,3,6.26
41.08,316.33,1,5.19
39.42,353.56,3,7.08
12.27,81.93,3,3.58
27.61,111.65,5,3.87
11.8,215.44,3,3.73
20.1,386.27,3,4.74
20.47,123.11,1,2.63
27.47,83.92,3,6.0
26.23,278.85,3,5.69
40.46,211.27,3,6.88
17.46,94.97,1,2.32
48.75,170.15,3,9.0
23.53,67.01,5,2.92
30.19,338.7,0,5.91
22.13,138.68,1,2.74
35.81,320.57,3,6.87
15.78,166.2,0,1.58
26.36,43.3,0,4.65
30.23,395.38,5,4.29
20.76,358.29,3,4.87
37.28,133.07,3,6.71
47.14,308.14,5,5.75
16.16,136.27,3,3.86
49.04,326.77,3,9.11
36.09,117.68,3,6.66
42.61,265.4,3,7.52
43.3,158.9,0,7.48
43.12,30.1,0,7.12
48.87,240.3,0,7.78
6.28,51.1,0,0.58
20.66,265.28,3,4.74
42.04,115.99,3,7.03
40.65,55.1,0,7.2
24.31,37.78,3,5.28
27.01,50.15,5,3.4
15.68,78.28,1,2.24
11.92,197.31,3,3.62
46.92,115.26,5,5.3
27.87,246.99,3,6.28
27.54,76.1,0,4.86
12.44,144.25,5,2.35
37.89,86.63,3,6.66
31.85,229.85,1,4.26
22.27,139.99,1,2.73
25.95,174.51,1,3.46
19.48,113.92,1,2.61
26.57,180.33,1,3.44
30.41,216.35,1,4.09
13.51,88.0,0,1.17
40.44,375.41,5,5.68
24.35,159.5,1,3.17
23.38,323.57,3,5.37
34.39,309.4,0,6.58
26.91,183.52,1,3.59
30.52,311.6,0,5.98
12.16,156.3,0,1.41
37.31,74.34,5,4.89
17.4,88.49,3,4.05
47.3,374.67,1,6.96
32.09,354.1,0,6.26
34.35,280.19,5,4.75
29.81,179.36,3,6.2
49.98,399.81,1,7.48
26.97,382.93,3,6.13
42.16,326.46,1,5.7
28.82,309.52,3,6.31
38.39,375.2,5,5.44
20.04,350.54,3,4.66
29.62,322.6,3,6.32
33.34,114.5,0,6.17
22.87,147.81,5,2.89
21.06,255.5,0,2.43
40.16,307.7,1,5.13
2.3,280.6,0,0.23
31.57,106.85,5,4.29
39.03,297.2,1,5.07
7.6,265.9,0,0.62
12.82,51.45,1,1.84
21.13,75.26,5,2.68
23.08,248.39,3,5.38
34.89,310.38,5,4.77
28.16,112.6,0,5.28
46.31,258.87,3,8.25
38.41,143.56,5,5.19
26.91,399.68,3,6.17
42.84,303.03,3,7.57
37.49,117.71,5,5.13
13.57,366.66,3,3.94
18.72,42.52,3,4.04
32.82,296.2,0,6.27
43.8,341.85,1,5.92
36.19,330.56,5,5.08
42.18,61.87,3,6.95
30.15,213.91,1,4.08
47.63,294.68,3,8.6
15.71,118.3,3,3.7
17.86,153.07,3,4.11
16.6,232.94,3,4.23
44.12,64.62,5,5.29
25.45,169.82,1,3.38
17.44,94.78,1,2.36
48.1,242.4,0,7.87
33.21,242.61,1,4.07
17.4,62.79,5,2.42
17.04,386.23,3,4.22
34.11,213.41,3,6.67
24.65,274.45,5,3.45
37.41,114.8,3,6.65
26.42,275.06,3,6.08
37.05,271.15,3,6.8
26.29,351.21,5,3.81
19.03,219.83,3,4.39
11.84,310.29,5,2.29
41.88,323.84,1,5.56
40.67,339.8,0,7.07
48.14,384.28,5,5.55
24.49,160.82,1,3.19
46.56,123.31,3,8.03
46.02,258.1,0,7.67
22.73,224.73,5,3.19
36.81,121.63,5,4.91
42.44,97.51,3,7.26
37.65,388.53,5,5.52
48.47,390.6,0,7.72
17.35,167.44,3,4.22
10.58,30.44,1,1.43
26.01,349.5,0,4.25
19.58,84.1,0,2.06
31.49,27.34,3,6.5
15.02,169.41,5,2.48
20.29,121.42,1,2.49
34.97,370.32,5,4.93
33.21,334.68,5,4.37
18.98,374.99,3,4.61
13.5,90.39,5,2.29
29.99,192.25,5,4.07
49.3,239.45,5,5.62
11.56,39.63,1,1.58
37.99,287.44,1,4.73
36.74,137.6,0,6.5
18.07,183.2,3,4.12
49.42,394.56,1,7.41
48.0,178.3,0,7.77
32.75,210.68,5,4.3
29.58,194.39,3,6.42
14.3,113.97,5,2.36
36.44,90.51,3,6.66
45.75,240.4,0,7.59
21.87,369.85,3,4.94
37.22,289.8,0,6.73
30.67,218.78,1,4.13
21.24,170.51,3,4.98
38.74,197.11,3,6.73
29.73,209.97,1,4.11
45.92,56.8,5,5.25
37.7,60.9,3,6.57
21.75,135.12,1,2.68
10.26,27.44,1,1.24
19.54,114.48,1,2.48
13.41,393.3,0,1.47
42.55,184.0,0,7.42
47.33,30.88,3,8.16
26.71,181.64,1,3.53
17.79,187.97,3,4.03
7.1,102.1,0,0.59
38.79,243.0,0,6.94
26.84,121.2,0,4.83
24.79,163.63,1,3.32
37.75,74.08,5,5.12
26.21,176.95,1,3.41
48.98,148.07,5,5.57
35.29,262.12,1,4.55
43.37,119.0,0,7.38
43.78,252.34,5,5.55
10.1,25.94,1,1.39
16.91,183.2,0,1.71
30.44,161.1,0,6.23
46.5,266.46,5,5.58
44.01,149.12,3,7.52
48.14,382.55,1,6.88
22.39,298.9,0,2.82
14.59,208.44,3,3.93
39.14,102.23,3,6.76
10.16,26.5,1,1.37
10.2,32.72,5,1.9
15.24,77.53,5,1.98
47.7,378.43,1,6.92
44.1,189.82,5,5.49
21.62,348.01,3,4.89
36.77,40.2,0,6.67
46.86,189.78,5,5.43
46.92,143.5,0,7.59
42.5,329.65,1,5.81
11.2,376.97,3,4.1
45.42,229.2,0,7.55
40.5,207.2,5,5.4
31.59,227.41,1,4.24
45.77,340.4,0,7.45
24.85,305.35,5,3.41
36.99,40.04,5,4.8
37.15,279.56,1,4.75
38.24,59.31,3,6.63
49.17,368.1,3,9.27
38.91,296.07,1,4.83
18.64,256.83,5,2.68
47.83,215.6,3,8.6
2.8,360.5,0,0.23
45.94,361.92,1,6.45
18.8,56.81,5,2.53
22.63,209.47,3,5.21
49.01,364.74,3,9.15
33.64,394.8,0,6.28
5.75,246.8,0,0.52
35.24,213.2,0,6.63
48.72,326.87,5,5.5
21.78,216.79,3,5.14
35.94,192.8,0,6.49
22.69,65.19,5,2.82
49.3,272.1,0,8.13
23.61,152.56,1,3.11
18.36,57.13,3,4.17
29.42,35.01,3,6.29
42.04,146.26,5,5.52
14.56,359.52,5,2.5
41.12,316.71,1,5.32
20.79,126.11,1,2.56
26.83,182.77,1,3.59
40.78,313.52,1,5.08
42.66,274.34,5,5.47
16.86,187.69,5,2.47
47.48,376.36,1,6.95
42.21,295.15,3,7.27
43.5,330.9,0,7.48
18.38,307.14,5,2.75
22.43,141.5,1,2.91
25.46,328.9,0,4.29
41.82,323.27,1,5.35
42.1,166.5,0,7.01
48.67,351.98,3,9.25
15.78,67.12,3,3.65
41.98,334.69,3,7.47
39.46,316.67,3,7.19
32.81,135.08,3,6.57
9.23,162.5,0,1.04
39.43,301.92,5,5.4
11.39,64.71,3,3.63
25.19,167.38,1,3.35
25.82,143.43,3,5.78
46.22,366.4,0,7.52
5.0,399.0,0,0.51
46.26,124.39,5,5.56
46.12,140.5,0,7.68
10.88,122.04,5,1.94
31.81,378.52,5,4.47
47.96,95.51,5,5.55
12.01,60.6,3,3.61
7.45,299.7,0,0.55
33.45,244.86,1,4.36
18.84,165.35,5,2.41
22.2,213.65,3,5.14
27.41,78.2,3,6.06
20.55,127.53,5,2.72
1.63,394.4,0,0.26
21.75,73.33,5,2.72
37.47,282.57,1,4.59
41.36,60.83,5,5.33
10.58,42.42,5,1.95
35.61,256.81,5,4.89
40.9,226.4,0,7.06
22.99,173.6,0,3.15
39.51,301.7,1,5.02
47.29,66.54,3,8.33
46.03,371.47,3,8.36
28.65,177.51,3,6.02
43.6,121.41,3,7.44
9.35,275.6,0,0.91
17.06,86.1,5,2.4
12.44,89.89,3,3.56
42.26,327.4,1,5.65
14.88,75.77,3,3.79
36.51,151.34,5,4.68
32.14,271.3,0,6.08
44.82,335.33,5,5.61
32.33,234.35,1,4.47
42.24,188.03,3,7.1
16.28,197.36,3,3.98
22.9,387.12,3,5.36
14.34,304.93,5,2.48
15.08,88.56,5,2.15
45.43,82.17,3,7.86
45.56,358.35,1,6.39
12.79,309.3,3,3.91
36.16,226.02,3,6.64
21.95,234.21,3,4.97
18.34,148.25,5,2.58
26.46,67.9,0,4.78
29.39,203.52,5,3.8
33.65,157.18,3,6.57
23.23,394.94,5,3.31
40.66,380.13,3,7.03
26.13,76.68,3,5.8
14.94,71.34,1,1.88
21.65,134.18,1,2.81
49.5,137.02,5,5.45
26.94,289.37,3,6.02
26.69,140.75,3,5.81
4.8,381.7,0,0.43
44.6,392.7,0,7.61
34.83,257.8,1,4.46
22.23,139.62,1,2.83
24.29,252.0,0,3.54
27.23,272.19,3,5.88
28.11,194.77,1,3.72
45.42,357.04,1,6.36
9.65,188.3,0,0.84
30.51,202.83,5,4.14
26.49,394.0,0,4.72
16.68,110.0,0,1.73
8.28,91.2,0,0.98
26.91,83.9,0,4.73
13.89,256.75,3,3.99
32.49,235.86,1,4.41
27.65,32.39,5,3.48
24.02,182.59,3,5.48
16.7,40.27,5,2.33
37.33,281.25,1,4.73
37.02,327.8,0,6.89
13.63,159.71,3,3.74
37.24,244.81,3,7.03
32.35,234.54,1,4.23
41.62,111.98,5,5.36
29.81,386.3,0,5.9
11.37,53.7,3,3.52
24.48,267.12,3,5.54
41.8,359.2,0,7.23
26.01,290.21,5,3.7
36.39,47.63,5,4.73
45.4,356.85,1,6.4
48.72,306.03,3,9.11
17.68,97.04,1,2.17
10.34,221.78,5,2.2
26.11,55.1,0,4.64
38.89,295.89,1,4.93
34.63,255.93,1,4.33
42.12,326.09,1,5.43
46.2,364.36,1,6.64
36.37,187.4,0,6.59
28.24,90.2,0,5.12
49.67,371.4,0,8.17
18.18,31.74,3,4.2
35.82,372.5,0,6.66
45.45,284.4,0,7.42
42.9,58.42,5,5.19
46.26,364.92,1,6.73
12.36,84.7,0,1.08
24.67,162.51,1,3.03
33.31,321.53,3,6.61
19.76,110.99,3,4.37
19.68,244.12,5,2.68
35.19,95.7,0,6.42
21.79,391.7,0,2.85
32.51,236.04,1,4.14
48.81,274.73,3,9.08
23.61,331.4,5,3.41
45.51,276.82,3,8.09
17.86,98.72,1,2.45
28.55,198.9,1,3.82
24.31,70.9,0,3.66
3.23,148.2,0,0.26
7.98,252.2,0,0.99
38.73,356.41,3,6.94
27.93,191.84,3,6.12
46.9,378.65,5,5.71
20.25,121.05,1,2.51
17.02,346.18,5,2.86
41.6,230.01,5,5.39
14.72,69.27,1,1.72
22.7,113.82,3,5.11
34.77,25.8,0,6.47
0.78,112.6,0,0.01
8.1,26.0,0,0.79
30.06,138.74,3,6.32
20.77,193.95,5,2.92
34.09,320.66,3,6.73
33.29,207.4,0,6.15
20.19,89.9,0,1.99
24.95,107.47,3,5.59
48.94,390.06,1,7.27
41.34,275.33,5,5.53
27.93,193.08,1,3.67
46.97,33.6,0,7.74
46.15,245.4,0,7.49
17.38,51.01,5,2.32
11.16,41.96,5,2.05
37.55,283.32,1,4.86
34.65,384.92,3,6.95
15.55,132.5,3,3.88
49.65,306.53,3,9.49
25.93,174.32,1,3.39
42.42,303.21,3,7.44
43.58,44.64,3,7.47
17.52,171.28,3,4.09
43.69,201.27,3,7.31
19.74,116.36,1,2.36
28.11,359.75,5,3.96
6.68,307.5,0,0.83
26.33,304.78,3,5.94
11.89,315.98,3,3.77
46.52,250.2,0,7.58
29.87,34.01,3,6.15
39.05,350.84,5,5.48
26.61,107.1,0,4.76
31.21,329.75,3,6.58
36.59,252.5,0,6.65
36.47,107.21,5,4.87
45.39,145.72,3,7.79
36.73,251.33,3,6.73
25.93,153.64,3,5.86
23.55,174.2,5,3.33
10.63,325.0,0,0.93
24.9,50.34,3,5.39
44.75,30.2,0,7.3
33.42,301.69,3,6.8
16.63,126.3,3,3.85
24.89,82.4,0,3.97
10.16,289.59,3,3.79
21.6,148.73,3,4.95
9.33,306.7,0,0.99
22.16,342.59,3,5.05
14.96,140.4,0,1.53
19.62,38.25,3,4.41
33.01,240.73,1,4.2
48.96,80.29,5,5.38
12.5,185.17,5,2.48
42.62,308.56,5,5.62
38.47,80.63,5,4.99
29.95,108.59,3,6.15
23.71,233.79,5,3.31
30.27,119.59,3,6.41
33.75,247.67,1,4.35
35.31,262.31,1,4.39
46.63,356.76,3,8.46
39.42,235.4,0,6.9
18.56,105.29,1,2.45
14.19,97.08,3,3.7
47.44,375.99,1,6.84
27.63,276.96,5,3.75
26.15,372.09,5,3.67
9.15,342.6,0,0.86
11.44,169.56,3,3.58
33.39,317.43,3,6.64
47.52,376.74,1,7.02
28.02,88.21,3,5.95
3.63,53.8,0,0.21
28.53,125.75,5,3.69
20.59,124.24,1,2.5
18.6,105.67,1,2.23
16.4,133.47,3,3.83
36.27,242.2,0,6.58
36.32,87.49,3,6.76
14.48,250.87,3,3.95
46.87,105.8,3,8.18
33.27,243.17,1,4.16
48.04,381.62,1,6.98
38.14,255.1,0,6.98
49.81,91.72,3,9.49
38.94,377.1,0,6.8
41.72,322.34,1,5.5
16.99,337.43,3,4.34
25.11,322.76,5,3.79
12.33,247.9,0,1.22
17.94,99.47,1,2.41
14.36,325.3,0,1.46
43.6,285.61,5,5.51
47.47,371.53,3,8.46
19.66,297.28,3,4.81
20.2,102.76,3,4.7
16.2,83.15,1,2.06
45.54,283.05,5,5.51
40.76,280.42,5,5.47
44.38,347.29,1,6.17
14.09,107.14,3,3.87
19.73,340.5,0,2.11
23.11,398.8,0,3.28
27.05,181.04,3,5.76
14.64,115.95,3,3.82
44.72,81.2,0,7.29
22.29,352.59,5,3.44
47.54,376.93,1,6.83
46.1,363.42,1,6.34
40.98,41.28,5,5.33
33.89,233.76,3,6.53
16.5,301.71,5,2.51
16.02,81.47,1,2.01
17.46,134.5,0,1.73
43.32,45.5,0,7.31
48.1,382.18,1,7.01
37.38,194.23,3,6.67
39.77,76.48,3,7.05
33.57,84.7,0,6.48
10.95,346.11,3,3.81
22.41,94.2,5,2.84
46.8,115.43,3,8.01
10.02,25.19,1,1.39
32.35,354.05,5,4.52
10.68,31.38,1,1.56
23.09,147.69,1,3.22
11.24,36.63,1,1.43
46.66,243.41,5,5.63
47.41,76.02,3,8.37
26.81,166.91,3,5.71
32.22,291.9,3,6.58
10.38,28.56,1,1.3
31.14,129.6,0,6.2
49.77,160.2,0,7.92
32.01,231.35,1,4.3
33.24,216.6,0,6.23
38.9,175.49,3,7.06
29.27,340.87,3,6.53
30.32,181.8,0,6.13
43.78,130.56,3,7.48
38.37,263.7,0,6.96
32.61,375.49,3,6.93
48.57,231.84,3,8.81
26.59,180.52,1,3.46
24.6,70.43,3,5.52
17.28,378.05,5,2.83
30.91,255.95,5,4.3
5.48,361.4,0,0.7
16.08,82.03,1,2.07
31.74,313.85,3,6.79
41.4,194.41,5,5.38
35.09,356.02,3,6.72
33.99,73.78,5,4.58
41.62,321.4,1,5.42
31.5,39.61,3,6.4
23.04,35.13,3,5.15
28.85,172.96,3,6.08
49.44,394.75,1,7.07
32.65,55.39,5,4.39
21.31,389.81,3,5.1
45.85,355.1,0,7.75
30.45,216.72,1,4.04
43.17,121.6,0,7.13
48.37,159.03,3,8.96
40.29,226.9,3,6.9
41.9,375.62,3,7.19
24.41,376.88,5,3.52
19.88,313.6,0,2.16
34.41,173.56,3,6.83
27.19,289.6,0,4.9
16.74,288.87,5,2.59
36.44,297.3,0,6.8
10.63,369.94,3,3.82
12.98,52.95,1,1.76
16.68,87.66,1,2.23
28.01,381.68,3,6.28
43.34,103.19,5,5.25
26.46,140.93,3,5.99
37.59,283.69,1,4.94
29.59,248.82,5,4.1
23.29,167.2,0,3.13
15.95,258.85,3,4.14
39.98,335.58,3,6.96
33.25,144.2,3,6.57
21.26,239.83,3,4.9
37.41,389.27,5,5.25
24.89,112.08,5,3.31
41.3,161.0,0,7.21
7.63,257.6,0,0.6
46.11,97.67,3,8.05
10.52,96.43,3,3.55
42.54,100.07,3,7.06
2.98,165.8,0,0.45
15.2,255.63,5,2.4
12.16,45.26,1,1.66
19.04,123.88,3,4.28
14.84,70.4,1,1.98
36.21,55.04,5,4.73
20.15,120.11,1,2.44
27.26,384.46,3,5.99
42.6,193.89,5,5.53
46.55,302.8,0,7.62
25.01,127.0,0,4.13
20.89,127.05,1,2.39
22.95,188.16,3,4.97
11.46,283.3,0,1.0
10.22,388.72,5,2.3
27.13,185.58,1,3.49
24.83,58.41,3,5.61
24.91,268.1,0,4.0
19.08,110.17,1,2.35
20.35,344.16,3,4.66
44.88,29.14,5,5.4
39.76,37.25,3,6.64
39.72,134.6,3,6.84
38.72,227.17,3,6.74
43.38,337.91,1,5.93
45.72,239.7,0,7.52
41.46,301.33,5,5.58
33.07,133.2,0,6.45
40.8,221.94,5,5.17
36.57,299.3,0,6.84
23.31,149.75,1,3.01
49.56,395.87,1,7.48
28.22,177.76,3,6.09
29.59,119.03,3,6.37
34.69,73.47,3,6.45
4.98,188.4,0,0.65
36.18,395.56,3,6.75
30.67,60.6,0,6.0
19.44,113.54,1,2.29
45.32,356.1,1,6.25
5.38,50.6,0,0.6
23.25,149.19,1,2.98
27.19,254.53,3,6.02
16.47,62.06,3,3.96
39.86,255.31,3,6.88
40.72,70.71,5,5.13
6.93,284.8,0,0.58
27.39,379.79,5,4.09
25.21,167.57,1,3.22
30.35,215.78,1,3.99
42.28,327.59,1,5.56
24.56,123.6,0,3.88
35.06,245.76,3,6.72
12.0,36.79,5,1.92
33.97,247.2,0,6.24
21.67,148.28,5,3.11
28.57,199.09,1,3.94
45.6,358.73,1,6.33
40.14,242.56,5,5.54
23.82,127.33,3,5.28
18.48,96.73,3,4.36
36.15,325.65,5,5.02
17.6,69.31,5,2.35
24.44,199.58,3,5.62
21.48,214.94,3,5.07
22.04,45.13,3,4.94
12.55,147.17,3,3.55
11.45,71.19,3,3.65
35.9,324.37,3,6.94
38.77,294.76,1,4.93
13.74,233.2,5,2.38
26.73,368.07,5,3.94
27.97,193.46,1,3.82
14.96,386.36,5,2.81
47.01,296.68,3,8.27
40.98,93.3,3,7.16
16.0,44.38,5,2.23
44.9,335.67,3,8.04
45.18,354.79,1,6.46
24.59,43.41,3,5.36
15.06,143.85,5,2.47
24.05,156.69,1,3.04
3.78,376.1,0,0.31
21.07,235.35,5,2.93
20.54,234.3,0,2.21
24.17,120.49,5,2.97
45.4,236.0,3,7.93
32.02,285.3,0,6.4
49.8,34.0,0,8.01
21.77,73.02,5,2.89
18.68,106.42,1,2.51
32.73,238.11,1,4.39
26.57,301.56,5,3.65
44.36,285.64,5,5.58
39.37,162.91,3,6.92
48.25,167.6,0,7.77
20.91,159.31,5,2.72
32.67,91.5,0,6.43
23.0,229.5,3,5.05
42.42,233.8,0,7.4
22.55,115.73,3,4.84
41.84,124.59,3,6.93
5.93,274.5,0,0.71
22.46,211.6,0,3.18
39.83,164.97,5,5.62
16.82,88.97,1,2.17
44.25,181.9,0,7.26
47.2,82.91,3,8.09
22.59,188.65,3,4.93
25.59,265.43,5,3.58
32.19,82.71,5,4.39
25.77,198.25,5,3.46
28.11,391.3,0,5.34
12.62,108.29,5,2.18
6.78,177.1,0,0.66
45.88,270.66,3,7.88
19.5,114.11,1,2.42
27.59,336.54,3,6.0
47.84,175.56,5,5.47
42.37,93.5,0,7.1
19.46,113.73,1,2.58
45.1,149.1,0,7.31
12.28,103.4,0,1.16
13.03,80.8,0,1.17
43.04,151.25,3,7.3
16.66,87.47,1,2.07
28.19,195.52,1,3.94
32.69,307.9,0,6.11
47.5,299.8,5,5.74
34.99,183.14,3,6.51
22.89,69.91,5,2.93
31.17,104.1,0,5.98
48.73,314.09,3,9.28
17.6,152.85,3,4.17
29.31,115.9,3,6.22
20.99,314.62,5,2.92
10.72,31.75,1,1.5
13.84,362.66,5,2.56
21.91,136.62,1,2.73
15.14,73.21,1,1.89
6.05,99.1,0,0.42
45.36,203.51,5,5.46
24.86,236.3,0,3.76
33.09,241.48,1,4.47
13.88,78.6,0,1.56
39.62,215.0,0,7.06
47.71,265.34,3,8.78
18.66,106.23,1,2.42
27.85,39.81,3,6.14
6.95,244.1,0,0.72
13.08,53.89,1,1.77
18.67,289.4,3,4.46
48.71,355.63,3,9.2
40.12,192.79,3,6.93
29.01,203.21,1,3.83
21.45,173.7,5,2.91
30.99,32.98,5,4.11
35.92,38.5,0,6.68
25.17,360.21,5,3.49
23.91,155.38,1,3.06
44.46,34.46,3,7.51
5.3,173.9,0,0.43
33.63,246.55,1,4.5
39.31,299.82,1,4.99
26.78,329.52,3,5.86
31.34,86.5,0,6.01
23.22,165.38,3,5.18
13.01,52.8,0,1.22
11.51,310.79,3,4.07
22.26,362.82,3,5.04
43.46,319.71,3,7.66
45.46,359.53,5,5.59
13.46,109.94,5,2.26
39.99,306.2,1,5.06
22.66,140.46,3,5.01
